t,I
0.333448653,0.122894
0.33326343,0.125031
0.333078515,0.122498
0.332893908,0.124329
0.332709607,0.123871
0.332525612,0.123047
0.332341923,0.125275
0.332158537,0.121826
0.331975454,0.124542
0.331792674,0.123474
0.331610195,0.121826
0.331428017,0.125183
0.331246139,0.121948
0.331064561,0.124146
0.33088328,0.12323
0.330702297,0.122589
0.33052161,0.124298
0.33034122,0.121582
0.330161124,0.123779
0.329981323,0.122772
0.329801815,0.121674
0.3296226,0.124054
0.329443676,0.12088
0.329265044,0.123474
0.329086702,0.122498
0.328908649,0.121124
0.328730885,0.123688
0.328553409,0.121002
0.32837622,0.124023
0.328199318,0.121704
0.328022701,0.120911
0.327846369,0.123444
0.327670321,0.120392
0.327494556,0.122925
0.327319074,0.121704
0.327143873,0.120941
0.326968954,0.122833
0.326794315,0.120056
0.326619955,0.122375
0.326445874,0.120819
0.326272072,0.120483
0.326098546,0.122528
0.325925297,0.119598
0.325752324,0.121735
0.325579626,0.12027
0.325407203,0.119598
0.325235053,0.12262
0.325063176,0.118866
0.324891571,0.121674
0.324720238,0.120697
0.324549176,0.119293
0.324378383,0.122131
0.32420786,0.118652
0.324037606,0.12207
0.323867619,0.1203
0.3236979,0.119232
0.323528447,0.121582
0.32335926,0.118042
0.323190339,0.121185
0.323021681,0.119476
0.322853288,0.118713
0.322685157,0.121216
0.322517289,0.118286
0.322349683,0.120941
0.322182338,0.119568
0.322015253,0.118683
0.321848428,0.121246
0.321681861,0.117767
0.321515554,0.120544
0.321349503,0.119598
0.32118371,0.118225
0.321018173,0.120758
0.320852892,0.117584
0.320687866,0.120514
0.320523094,0.11908
0.320358576,0.119141
0.320194311,0.120331
0.320030299,0.11731
0.319866538,0.119812
0.319703028,0.118652
0.319539769,0.117645
0.31937676,0.120361
0.319214,0.116455
0.319051488,0.119446
0.318889225,0.11853
0.318727209,0.117645
0.318565439,0.120056
0.318403916,0.116516
0.318242638,0.119446
0.318081604,0.11792
0.317920816,0.117188
0.31776027,0.120087
0.317599968,0.115875
0.317439908,0.119324
0.317280089,0.117706
0.317120512,0.116913
0.316961176,0.119965
0.316802079,0.115936
0.316643222,0.11853
0.316484603,0.117249
0.316326222,0.116455
0.31616808,0.118958
0.316010174,0.115814
0.315852504,0.118439
0.31569507,0.116791
0.315537871,0.11615
0.315380907,0.118561
0.315224177,0.115265
0.315067681,0.117889
0.314911417,0.116516
0.314755385,0.115845
0.314599585,0.1185
0.314444017,0.11441
0.314288679,0.117767
0.31413357,0.115875
0.313978692,0.114868
0.313824042,0.118073
0.31366962,0.115082
0.313515426,0.117126
0.31336146,0.115601
0.31320772,0.115387
0.313054206,0.11734
0.312900917,0.114105
0.312747854,0.117126
0.312595014,0.115845
0.312442399,0.11499
0.312290007,0.117157
0.312137838,0.113953
0.311985891,0.116943
0.311834166,0.115417
0.311682662,0.114868
0.311531378,0.116608
0.311380315,0.114044
0.311229471,0.116455
0.311078846,0.114777
0.310928439,0.1138
0.310778251,0.116913
0.31062828,0.113068
0.310478526,0.115662
0.310328988,0.114929
0.310179666,0.113953
0.31003056,0.116272
0.309881668,0.11261
0.30973299,0.116089
0.309584527,0.113831
0.309436276,0.113892
0.309288239,0.116486
0.309140414,0.112762
0.3089928,0.115784
0.308845398,0.114288
0.308698206,0.113342
0.308551225,0.116547
0.308404453,0.112366
0.308257891,0.115326
0.308111538,0.114044
0.307965392,0.112671
0.307819455,0.115448
0.307673724,0.112152
0.307528201,0.114655
0.307382884,0.113831
0.307237772,0.113098
0.307092866,0.11554
0.306948165,0.111847
0.306803668,0.114716
0.306659375,0.112823
0.306515286,0.112885
0.306371399,0.115173
0.306227715,0.111328
0.306084233,0.114838
0.305940952,0.113373
0.305797872,0.112579
0.305654993,0.114777
0.305512314,0.111206
0.305369835,0.114594
0.305227554,0.112366
0.305085473,0.112091
0.304943589,0.114716
0.304801904,0.110718
0.304660415,0.114288
0.304519124,0.113098
0.304378029,0.111725
0.30423713,0.114227
0.304096426,0.111298
0.303955917,0.113983
0.303815603,0.112213
0.303675484,0.111847
0.303535557,0.114136
0.303395824,0.110535
0.303256284,0.113525
0.303116937,0.112305
0.302977781,0.111176
0.302838816,0.114746
0.302700043,0.110504
0.30256146,0.11377
0.302423068,0.111542
0.302284865,0.110565
0.302146851,0.113739
0.302009027,0.110168
0.30187139,0.113312
0.301733942,0.111572
0.301596682,0.111023
0.301459608,0.113342
0.301322721,0.109894
0.301186021,0.113098
0.301049506,0.111267
0.300913177,0.110779
0.300777033,0.11264
0.300641073,0.109589
0.300505298,0.112122
0.300369707,0.111084
0.300234299,0.110382
0.300099073,0.112976
0.299964031,0.109619
0.29982917,0.112427
0.299694492,0.110565
0.299559994,0.110352
0.299425678,0.112732
0.299291542,0.108887
0.299157586,0.112122
0.29902381,0.110626
0.298890213,0.109528
0.298756795,0.112549
0.298623556,0.108551
0.298490494,0.111725
0.298357611,0.110657
0.298224904,0.109833
0.298092375,0.111877
0.297960022,0.108643
0.297827846,0.11142
0.297695845,0.110321
0.297564019,0.109406
0.297432368,0.111877
0.297300892,0.108124
0.29716959,0.111084
0.297038462,0.109741
0.296907508,0.109009
0.296776726,0.111145
0.296646117,0.10791
0.296515681,0.111298
0.296385416,0.109406
0.296255323,0.108795
0.296125401,0.111877
0.29599565,0.107513
0.295866069,0.11087
0.295736658,0.108795
0.295607417,0.108795
0.295478345,0.110901
0.295349442,0.107635
0.295220708,0.110535
0.295092142,0.108917
0.294963743,0.108734
0.294835512,0.110443
0.294707449,0.10672
0.294579552,0.109772
0.294451821,0.108276
0.294324256,0.108215
0.294196857,0.110687
0.294069623,0.107117
0.293942555,0.109619
0.29381565,0.108154
0.29368891,0.107697
0.293562334,0.110474
0.293435922,0.106445
0.293309672,0.109772
0.293183586,0.108276
0.293057661,0.107178
0.292931899,0.109802
0.292806299,0.107056
0.29268086,0.109863
0.292555582,0.107697
0.292430465,0.107666
0.292305509,0.109711
0.292180712,0.106567
0.292056075,0.109192
0.291931598,0.107788
0.291807279,0.107025
0.291683119,0.109314
0.291559118,0.10614
0.291435274,0.109192
0.291311588,0.107086
0.29118806,0.106384
0.291064689,0.109039
0.290941474,0.105835
0.290818415,0.108978
0.290695513,0.107056
0.290572766,0.106354
0.290450175,0.108978
0.290327739,0.106018
0.290205457,0.108521
0.29008333,0.106995
0.289961357,0.106232
0.289839537,0.108948
0.289717871,0.10556
0.289596358,0.108734
0.289474998,0.106018
0.28935379,0.105652
0.289232735,0.108521
0.289111831,0.105225
0.288991079,0.107941
0.288870477,0.10614
0.288750027,0.106049
0.288629727,0.108765
0.288509578,0.105286
0.288389578,0.107635
0.288269728,0.105927
0.288150028,0.105713
0.288030476,0.107819
0.287911073,0.104614
0.287791818,0.108124
0.287672712,0.105591
0.287553753,0.105896
0.287434942,0.108063
0.287316278,0.104675
0.28719776,0.107452
0.287079389,0.106415
0.286961165,0.105072
0.286843086,0.107483
0.286725153,0.104401
0.286607366,0.108032
0.286489723,0.10553
0.286372225,0.104614
0.286254872,0.107635
0.286137663,0.103943
0.286020597,0.107697
0.285903675,0.105591
0.285786897,0.104736
0.285670261,0.107574
0.285553768,0.104004
0.285437418,0.107086
0.28532121,0.104828
0.285205143,0.104614
0.285089218,0.107422
0.284973434,0.104065
0.284857791,0.106628
0.284742289,0.104736
0.284626927,0.104614
0.284511706,0.106934
0.284396624,0.103302
0.284281682,0.106537
0.284166878,0.105164
0.284052214,0.104919
0.283937689,0.1073
0.283823302,0.103394
0.283709053,0.106171
0.283594942,0.104248
0.283480969,0.104309
0.283367133,0.105774
0.283253433,0.102997
0.283139871,0.10556
0.283026445,0.104431
0.282913156,0.103821
0.282800002,0.105835
0.282686984,0.10321
0.282574101,0.105408
0.282461354,0.103851
0.282348741,0.103821
0.282236263,0.106049
0.282123919,0.102386
0.282011709,0.105469
0.281899633,0.10379
0.281787691,0.104004
0.281675882,0.105652
0.281564206,0.102173
0.281452662,0.105774
0.281341251,0.103027
0.281229972,0.102875
0.281118825,0.104919
0.28100781,0.101959
0.280896926,0.105103
0.280786174,0.102936
0.280675552,0.103058
0.280565061,0.105133
0.2804547,0.102448
0.28034447,0.104584
0.280234369,0.103363
0.280124398,0.103241
0.280014556,0.10498
0.279904843,0.101959
0.27979526,0.10498
0.279685805,0.103149
0.279576478,0.102051
0.279467279,0.104736
0.279358208,0.101563
0.279249265,0.105194
0.279140449,0.102386
0.27903176,0.102966
0.278923199,0.104309
0.278814763,0.101074
0.278706454,0.10437
0.278598272,0.102295
0.278490215,0.102173
0.278382283,0.104401
0.278274478,0.101654
0.278166797,0.104218
0.278059241,0.101685
0.27795181,0.102173
0.277844503,0.103455
0.277737321,0.100769
0.277630262,0.103943
0.277523327,0.101013
0.277416516,0.101898
0.277309827,0.103851
0.277203262,0.100525
0.27709682,0.103668
0.2769905,0.101685
0.276884302,0.101563
0.276778227,0.10379
0.276672273,0.100647
0.276566441,0.103546
0.27646073,0.101715
0.27635514,0.101013
0.276249671,0.103729
0.276144323,0.100433
0.276039096,0.103424
0.275933988,0.1008
0.275829001,0.101257
0.275724133,0.102997
0.275619385,0.100189
0.275514756,0.103149
0.275410246,0.100769
0.275305855,0.101227
0.275201582,0.103394
0.275097428,0.0993652
0.274993392,0.102692
0.274889474,0.100281
0.274785674,0.100159
0.274681991,0.102997
0.274578426,0.0992432
0.274474978,0.10202
0.274371646,0.100098
0.274268431,0.100708
0.274165333,0.103058
0.27406235,0.0994263
0.273959484,0.102905
0.273856733,0.0999756
0.273754098,0.100098
0.273651578,0.101746
0.273549173,0.0995178
0.273446884,0.102661
0.273344708,0.100037
0.273242648,0.100891
0.273140701,0.102203
0.273038869,0.099823
0.27293715,0.102356
0.272835545,0.0996094
0.272734053,0.100433
0.272632675,0.101807
0.272531409,0.0990295
0.272430256,0.102081
0.272329216,0.100037
0.272228288,0.100189
0.272127472,0.101593
0.272026769,0.0991821
0.271926176,0.101776
0.271825696,0.0995483
0.271725327,0.0993652
0.271625068,0.101624
0.271524921,0.0982056
0.271424884,0.101593
0.271324958,0.0993652
0.271225142,0.0992432
0.271125437,0.101624
0.271025841,0.0993042
0.270926354,0.101532
0.270826978,0.0994263
0.27072771,0.099823
0.270628552,0.100281
0.270529502,0.0985718
0.270430562,0.101654
0.270331729,0.0985413
0.270233005,0.0995789
0.270134389,0.101166
0.270035881,0.0983276
0.269937481,0.100739
0.269839188,0.0993958
0.269741002,0.0986328
0.269642923,0.100861
0.269544952,0.0976868
0.269447087,0.100739
0.269349328,0.0982971
0.269251676,0.0984802
0.26915413,0.100372
0.26905669,0.0969238
0.268959356,0.101227
0.268862128,0.0986633
0.268765004,0.0983582
0.268667986,0.10025
0.268571073,0.09729
0.268474265,0.100647
0.268377561,0.0984192
0.268280962,0.0983887
0.268184466,0.100525
0.268088075,0.0973206
0.267991788,0.0996399
0.267895605,0.0979919
0.267799525,0.0983276
0.267703548,0.100189
0.267607674,0.0968323
0.267511904,0.0997314
0.267416236,0.0977783
0.26732067,0.098114
0.267225207,0.100494
0.267129847,0.0970154
0.267034588,0.100281
0.266939431,0.0977478
0.266844376,0.0978394
0.266749422,0.10025
0.266654569,0.0966492
0.266559818,0.099762
0.266465168,0.0977173
0.266370618,0.0975037
0.266276169,0.0999146
0.26618182,0.0964966
0.266087572,0.0997925
0.265993423,0.0970459
0.265899375,0.0976868
0.265805426,0.0993347
0.265711576,0.0968628
0.265617826,0.0991821
0.265524175,0.0971375
0.265430623,0.0975342
0.26533717,0.0993652
0.265243816,0.0960388
