V_1,I_1,V_2,I_2,V_3,I_3,V_4,I_4
-0.471191406,-1.97571E-06,-0.471191406,-1.9458E-06,-0.471191406,-1.9696E-06,-0.471191406,-2.18323E-06
-0.46875,-1.95648E-06,-0.46875,-1.92657E-06,-0.46875,-1.94977E-06,-0.46875,-2.16339E-06
-0.466308594,-1.93848E-06,-0.466308594,-1.91101E-06,-0.466308594,-1.9339E-06,-0.466308594,-2.14386E-06
-0.463867188,-1.92352E-06,-0.463867188,-1.89545E-06,-0.463867188,-1.91833E-06,-0.463867188,-2.12616E-06
-0.461425781,-1.90765E-06,-0.461425781,-1.8811E-06,-0.461425781,-1.90125E-06,-0.461425781,-2.11121E-06
-0.458984375,-1.89484E-06,-0.458984375,-1.86737E-06,-0.458984375,-1.88782E-06,-0.458984375,-2.09534E-06
-0.456542969,-1.88202E-06,-0.456542969,-1.85333E-06,-0.456542969,-0.000001875,-0.456542969,-2.08099E-06
-0.454101563,-1.86951E-06,-0.454101563,-1.84143E-06,-0.454101563,-1.86096E-06,-0.454101563,-2.06543E-06
-0.451660156,-1.85822E-06,-0.451660156,-1.82953E-06,-0.451660156,-1.84875E-06,-0.451660156,-2.05231E-06
-0.44921875,-1.84784E-06,-0.44921875,-1.81763E-06,-0.44921875,-1.83716E-06,-0.44921875,-2.03766E-06
-0.446777344,-1.83746E-06,-0.446777344,-1.80603E-06,-0.446777344,-1.82587E-06,-0.446777344,-2.02576E-06
-0.444335938,-1.82678E-06,-0.444335938,-1.79504E-06,-0.444335938,-1.81519E-06,-0.444335938,-2.01263E-06
-0.441894531,-1.81763E-06,-0.441894531,-1.78375E-06,-0.441894531,-1.80573E-06,-0.441894531,-1.99951E-06
-0.439453125,-1.80634E-06,-0.439453125,-1.77521E-06,-0.439453125,-1.79565E-06,-0.439453125,-1.9873E-06
-0.437011719,-1.79626E-06,-0.437011719,-1.76483E-06,-0.437011719,-1.78589E-06,-0.437011719,-1.97632E-06
-0.434570313,-1.78711E-06,-0.434570313,-1.75659E-06,-0.434570313,-1.77704E-06,-0.434570313,-1.96472E-06
-0.432128906,-1.77673E-06,-0.432128906,-1.74713E-06,-0.432128906,-1.76758E-06,-0.432128906,-1.95435E-06
-0.4296875,-1.7688E-06,-0.4296875,-1.73889E-06,-0.4296875,-1.75812E-06,-0.4296875,-1.94458E-06
-0.427246094,-1.76056E-06,-0.427246094,-1.73126E-06,-0.427246094,-1.74988E-06,-0.427246094,-1.93512E-06
-0.424804688,-1.75354E-06,-0.424804688,-1.72211E-06,-0.424804688,-1.74011E-06,-0.424804688,-1.92627E-06
-0.422363281,-1.74469E-06,-0.422363281,-1.71387E-06,-0.422363281,-1.73157E-06,-0.422363281,-1.91528E-06
-0.419921875,-1.73737E-06,-0.419921875,-1.70685E-06,-0.419921875,-1.72058E-06,-0.419921875,-1.90491E-06
-0.417480469,-1.73096E-06,-0.417480469,-1.698E-06,-0.417480469,-1.71143E-06,-0.417480469,-1.89484E-06
-0.415039063,-1.72363E-06,-0.415039063,-1.69006E-06,-0.415039063,-1.7041E-06,-0.415039063,-1.88477E-06
-0.412597656,-1.716E-06,-0.412597656,-1.68213E-06,-0.412597656,-1.69403E-06,-0.412597656,-1.87439E-06
-0.41015625,-1.70929E-06,-0.41015625,-1.67328E-06,-0.41015625,-1.68793E-06,-0.41015625,-1.86279E-06
-0.407714844,-1.70258E-06,-0.407714844,-1.66504E-06,-0.407714844,-1.67877E-06,-0.407714844,-1.85211E-06
-0.405273438,-1.69373E-06,-0.405273438,-1.65802E-06,-0.405273438,-1.67084E-06,-0.405273438,-1.84326E-06
-0.402832031,-1.6864E-06,-0.402832031,-1.64948E-06,-0.402832031,-1.66321E-06,-0.402832031,-1.8338E-06
-0.400390625,-1.67847E-06,-0.400390625,-1.64307E-06,-0.400390625,-1.65558E-06,-0.400390625,-1.82281E-06
-0.397949219,-1.67114E-06,-0.397949219,-1.63635E-06,-0.397949219,-1.64734E-06,-0.397949219,-1.8158E-06
-0.395507813,-1.66412E-06,-0.395507813,-1.62903E-06,-0.395507813,-1.64001E-06,-0.395507813,-1.80817E-06
-0.393066406,-1.65771E-06,-0.393066406,-1.62201E-06,-0.393066406,-1.63147E-06,-0.393066406,-1.79871E-06
-0.390625,-1.65039E-06,-0.390625,-1.61469E-06,-0.390625,-1.62354E-06,-0.390625,-1.78986E-06
-0.388183594,-1.6452E-06,-0.388183594,-1.60767E-06,-0.388183594,-1.6153E-06,-0.388183594,-1.78009E-06
-0.385742188,-1.63849E-06,-0.385742188,-1.60065E-06,-0.385742188,-1.60553E-06,-0.385742188,-1.77063E-06
-0.383300781,-1.63177E-06,-0.383300781,-1.59271E-06,-0.383300781,-1.5976E-06,-0.383300781,-1.76147E-06
-0.380859375,-1.62598E-06,-0.380859375,-1.586E-06,-0.380859375,-1.58875E-06,-0.380859375,-1.75293E-06
-0.378417969,-1.62048E-06,-0.378417969,-1.57837E-06,-0.378417969,-1.58081E-06,-0.378417969,-1.74316E-06
-0.375976563,-1.61438E-06,-0.375976563,-1.56982E-06,-0.375976563,-1.57318E-06,-0.375976563,-1.7337E-06
-0.373535156,-1.60767E-06,-0.373535156,-1.56219E-06,-0.373535156,-1.56586E-06,-0.373535156,-1.7215E-06
-0.37109375,-1.60034E-06,-0.37109375,-1.55487E-06,-0.37109375,-1.55792E-06,-0.37109375,-1.71295E-06
-0.368652344,-1.59393E-06,-0.368652344,-1.54755E-06,-0.368652344,-1.5506E-06,-0.368652344,-1.70288E-06
-0.366210938,-1.58661E-06,-0.366210938,-1.54022E-06,-0.366210938,-1.54327E-06,-0.366210938,-1.69525E-06
-0.363769531,-1.57898E-06,-0.363769531,-1.53412E-06,-0.363769531,-1.53473E-06,-0.363769531,-1.68488E-06
-0.361328125,-1.57257E-06,-0.361328125,-1.5274E-06,-0.361328125,-1.52802E-06,-0.361328125,-1.67755E-06
-0.358886719,-1.56616E-06,-0.358886719,-1.52039E-06,-0.358886719,-1.521E-06,-0.358886719,-1.6684E-06
-0.356445313,-1.56067E-06,-0.356445313,-1.51367E-06,-0.356445313,-1.51123E-06,-0.356445313,-1.65955E-06
-0.354003906,-1.55457E-06,-0.354003906,-1.50665E-06,-0.354003906,-1.50208E-06,-0.354003906,-1.65222E-06
-0.3515625,-1.54846E-06,-0.3515625,-1.50024E-06,-0.3515625,-1.49353E-06,-0.3515625,-1.64307E-06
-0.349121094,-1.54205E-06,-0.349121094,-1.49292E-06,-0.349121094,-1.48376E-06,-0.349121094,-1.63452E-06
-0.346679688,-1.53625E-06,-0.346679688,-1.4856E-06,-0.346679688,-1.47675E-06,-0.346679688,-1.62476E-06
-0.344238281,-1.52985E-06,-0.344238281,-1.47858E-06,-0.344238281,-1.46881E-06,-0.344238281,-1.61652E-06
-0.341796875,-1.52344E-06,-0.341796875,-1.47003E-06,-0.341796875,-1.45996E-06,-0.341796875,-1.60522E-06
-0.339355469,-1.51764E-06,-0.339355469,-1.4624E-06,-0.339355469,-1.45294E-06,-0.339355469,-1.59454E-06
-0.336914063,-1.51123E-06,-0.336914063,-1.45386E-06,-0.336914063,-1.44562E-06,-0.336914063,-1.58478E-06
-0.334472656,-1.50269E-06,-0.334472656,-1.44775E-06,-0.334472656,-1.43829E-06,-0.334472656,-1.57471E-06
-0.33203125,-1.49567E-06,-0.33203125,-1.43921E-06,-0.33203125,-1.43066E-06,-0.33203125,-1.56525E-06
-0.329589844,-1.48834E-06,-0.329589844,-1.4328E-06,-0.329589844,-1.42242E-06,-0.329589844,-1.5564E-06
-0.327148438,-1.48041E-06,-0.327148438,-1.42517E-06,-0.327148438,-1.41418E-06,-0.327148438,-1.54785E-06
-0.324707031,-1.47461E-06,-0.324707031,-1.41815E-06,-0.324707031,-1.40625E-06,-0.324707031,-1.53961E-06
-0.322265625,-1.46881E-06,-0.322265625,-1.41144E-06,-0.322265625,-1.39648E-06,-0.322265625,-1.53046E-06
-0.319824219,-1.46179E-06,-0.319824219,-1.40411E-06,-0.319824219,-1.38794E-06,-0.319824219,-1.52161E-06
-0.317382813,-1.45508E-06,-0.317382813,-1.39618E-06,-0.317382813,-1.37665E-06,-0.317382813,-1.51428E-06
-0.314941406,-1.44836E-06,-0.314941406,-1.38916E-06,-0.314941406,-1.36871E-06,-0.314941406,-1.50452E-06
-0.3125,-1.44287E-06,-0.3125,-1.38092E-06,-0.3125,-1.35925E-06,-0.3125,-1.49414E-06
-0.310058594,-1.43585E-06,-0.310058594,-1.37299E-06,-0.310058594,-1.35101E-06,-0.310058594,-1.48468E-06
-0.307617188,-1.42914E-06,-0.307617188,-1.36505E-06,-0.307617188,-1.34277E-06,-0.307617188,-1.47247E-06
-0.305175781,-1.42242E-06,-0.305175781,-1.35712E-06,-0.305175781,-1.33423E-06,-0.305175781,-1.46423E-06
-0.302734375,-1.41479E-06,-0.302734375,-1.34827E-06,-0.302734375,-1.32629E-06,-0.302734375,-1.45203E-06
-0.300292969,-1.40717E-06,-0.300292969,-1.33911E-06,-0.300292969,-1.31866E-06,-0.300292969,-1.44104E-06
-0.297851563,-1.39893E-06,-0.297851563,-1.33209E-06,-0.297851563,-1.31042E-06,-0.297851563,-1.43219E-06
-0.295410156,-1.3913E-06,-0.295410156,-1.32416E-06,-0.295410156,-1.3028E-06,-0.295410156,-1.42303E-06
-0.29296875,-1.38275E-06,-0.29296875,-1.31592E-06,-0.29296875,-1.29333E-06,-0.29296875,-1.41388E-06
-0.290527344,-1.37665E-06,-0.290527344,-1.30859E-06,-0.290527344,-1.2851E-06,-0.290527344,-1.4035E-06
-0.288085938,-1.36871E-06,-0.288085938,-1.30035E-06,-0.288085938,-1.27502E-06,-0.288085938,-1.39465E-06
-0.285644531,-1.3623E-06,-0.285644531,-1.2915E-06,-0.285644531,-1.26495E-06,-0.285644531,-1.3858E-06
-0.283203125,-1.35529E-06,-0.283203125,-1.28571E-06,-0.283203125,-1.2558E-06,-0.283203125,-1.37695E-06
-0.280761719,-1.34827E-06,-0.280761719,-1.27625E-06,-0.280761719,-1.24664E-06,-0.280761719,-1.36688E-06
-0.278320313,-1.34155E-06,-0.278320313,-1.26892E-06,-0.278320313,-1.23566E-06,-0.278320313,-1.35651E-06
-0.275878906,-1.33392E-06,-0.275878906,-1.26007E-06,-0.275878906,-1.22681E-06,-0.275878906,-1.34613E-06
-0.2734375,-1.32568E-06,-0.2734375,-1.25122E-06,-0.2734375,-1.21826E-06,-0.2734375,-1.33606E-06
-0.270996094,-1.31775E-06,-0.270996094,-1.24176E-06,-0.270996094,-1.20911E-06,-0.270996094,-1.32385E-06
-0.268554688,-1.30981E-06,-0.268554688,-1.23352E-06,-0.268554688,-1.20026E-06,-0.268554688,-1.31378E-06
-0.266113281,-1.30066E-06,-0.266113281,-1.22253E-06,-0.266113281,-1.19171E-06,-0.266113281,-1.30219E-06
-0.263671875,-1.29242E-06,-0.263671875,-1.2146E-06,-0.263671875,-1.18317E-06,-0.263671875,-1.29181E-06
-0.261230469,-1.28357E-06,-0.261230469,-1.20544E-06,-0.261230469,-1.1734E-06,-0.261230469,-1.28143E-06
-0.258789063,-1.27533E-06,-0.258789063,-1.1969E-06,-0.258789063,-1.16486E-06,-0.258789063,-1.27136E-06
-0.256347656,-1.2674E-06,-0.256347656,-1.18896E-06,-0.256347656,-1.1557E-06,-0.256347656,-1.26068E-06
-0.25390625,-1.25793E-06,-0.25390625,-1.17889E-06,-0.25390625,-1.14624E-06,-0.25390625,-1.25244E-06
-0.251464844,-1.24969E-06,-0.251464844,-1.17035E-06,-0.251464844,-1.13556E-06,-0.251464844,-1.24237E-06
-0.249023438,-1.24268E-06,-0.249023438,-1.16272E-06,-0.249023438,-1.12427E-06,-0.249023438,-1.2323E-06
-0.246582031,-1.23383E-06,-0.246582031,-1.15356E-06,-0.246582031,-1.11359E-06,-0.246582031,-1.22192E-06
-0.244140625,-1.2262E-06,-0.244140625,-1.14441E-06,-0.244140625,-1.10382E-06,-0.244140625,-1.21124E-06
-0.241699219,-1.21735E-06,-0.241699219,-1.13586E-06,-0.241699219,-1.09314E-06,-0.241699219,-1.20056E-06
-0.239257813,-1.2085E-06,-0.239257813,-1.1264E-06,-0.239257813,-1.08398E-06,-0.239257813,-1.18927E-06
-0.236816406,-1.20056E-06,-0.236816406,-1.11572E-06,-0.236816406,-1.07422E-06,-0.236816406,-1.17676E-06
-0.234375,-1.19019E-06,-0.234375,-1.10535E-06,-0.234375,-1.06445E-06,-0.234375,-1.16516E-06
-0.231933594,-1.18042E-06,-0.231933594,-1.09467E-06,-0.231933594,-1.05408E-06,-0.231933594,-1.15234E-06
-0.229492188,-1.16974E-06,-0.229492188,-1.08398E-06,-0.229492188,-1.04523E-06,-0.229492188,-1.14136E-06
-0.227050781,-1.15906E-06,-0.227050781,-1.07361E-06,-0.227050781,-1.03577E-06,-0.227050781,-1.12946E-06
-0.224609375,-1.14868E-06,-0.224609375,-1.06323E-06,-0.224609375,-1.026E-06,-0.224609375,-1.11847E-06
-0.222167969,-1.13922E-06,-0.222167969,-1.05347E-06,-0.222167969,-1.01532E-06,-0.222167969,-1.10809E-06
-0.219726563,-1.13007E-06,-0.219726563,-1.0434E-06,-0.219726563,-1.00464E-06,-0.219726563,-1.09711E-06
-0.217285156,-1.11908E-06,-0.217285156,-1.03363E-06,-0.217285156,-9.92126E-07,-0.217285156,-1.08551E-06
-0.21484375,-1.10962E-06,-0.21484375,-1.02264E-06,-0.21484375,-9.8114E-07,-0.21484375,-1.07635E-06
-0.212402344,-1.09863E-06,-0.212402344,-1.01288E-06,-0.212402344,-9.69543E-07,-0.212402344,-1.06384E-06
-0.209960938,-1.08917E-06,-0.209960938,-1.00281E-06,-0.209960938,-9.57642E-07,-0.209960938,-1.05255E-06
-0.207519531,-1.0791E-06,-0.207519531,-9.90906E-07,-0.207519531,-9.4574E-07,-0.207519531,-1.04004E-06
-0.205078125,-1.06812E-06,-0.205078125,-9.79919E-07,-0.205078125,-9.36279E-07,-0.205078125,-1.02753E-06
-0.202636719,-1.05713E-06,-0.202636719,-9.67712E-07,-0.202636719,-9.25293E-07,-0.202636719,-1.0144E-06
-0.200195313,-1.04584E-06,-0.200195313,-9.55505E-07,-0.200195313,-9.13391E-07,-0.200195313,-1.00159E-06
-0.197753906,-1.03333E-06,-0.197753906,-9.43298E-07,-0.197753906,-9.0271E-07,-0.197753906,-9.8877E-07
-0.1953125,-1.02112E-06,-0.1953125,-9.31091E-07,-0.1953125,-8.91113E-07,-0.1953125,-9.74426E-07
-0.192871094,-1.00677E-06,-0.192871094,-9.19189E-07,-0.192871094,-8.80127E-07,-0.192871094,-9.61609E-07
-0.190429688,-9.94263E-07,-0.190429688,-9.06677E-07,-0.190429688,-8.6853E-07,-0.190429688,-9.48486E-07
-0.187988281,-9.82056E-07,-0.187988281,-8.94165E-07,-0.187988281,-8.56018E-07,-0.187988281,-9.35669E-07
-0.185546875,-9.69238E-07,-0.185546875,-8.81348E-07,-0.185546875,-8.43506E-07,-0.185546875,-9.24072E-07
-0.183105469,-9.57336E-07,-0.183105469,-8.69141E-07,-0.183105469,-8.29468E-07,-0.183105469,-9.10339E-07
-0.180664063,-9.44214E-07,-0.180664063,-8.57544E-07,-0.180664063,-8.17261E-07,-0.180664063,-8.98132E-07
-0.178222656,-9.32007E-07,-0.178222656,-8.44727E-07,-0.178222656,-8.03528E-07,-0.178222656,-8.84705E-07
-0.17578125,-9.2041E-07,-0.17578125,-8.3252E-07,-0.17578125,-7.89795E-07,-0.17578125,-8.72498E-07
-0.173339844,-9.06677E-07,-0.173339844,-8.17871E-07,-0.173339844,-7.76062E-07,-0.173339844,-8.59375E-07
-0.170898438,-8.92944E-07,-0.170898438,-8.05054E-07,-0.170898438,-7.63855E-07,-0.170898438,-8.45947E-07
-0.168457031,-8.80127E-07,-0.168457031,-7.91931E-07,-0.168457031,-7.50427E-07,-0.168457031,-8.30994E-07
-0.166015625,-8.66089E-07,-0.166015625,-7.78809E-07,-0.166015625,-7.37915E-07,-0.166015625,-8.15735E-07
-0.163574219,-8.5083E-07,-0.163574219,-7.6355E-07,-0.163574219,-7.26318E-07,-0.163574219,-8.01086E-07
-0.161132813,-8.37097E-07,-0.161132813,-7.48596E-07,-0.161132813,-7.12585E-07,-0.161132813,-7.85217E-07
-0.158691406,-8.21533E-07,-0.158691406,-7.34558E-07,-0.158691406,-6.99463E-07,-0.158691406,-7.70264E-07
-0.15625,-8.0658E-07,-0.15625,-7.20825E-07,-0.15625,-6.8634E-07,-0.15625,-7.56226E-07
-0.153808594,-7.92542E-07,-0.153808594,-7.05261E-07,-0.153808594,-6.71997E-07,-0.153808594,-7.41577E-07
-0.151367188,-7.77588E-07,-0.151367188,-6.90918E-07,-0.151367188,-6.58264E-07,-0.151367188,-7.27234E-07
-0.148925781,-7.63855E-07,-0.148925781,-6.7627E-07,-0.148925781,-6.43921E-07,-0.148925781,-7.1228E-07
-0.146484375,-7.49512E-07,-0.146484375,-6.64063E-07,-0.146484375,-6.29272E-07,-0.146484375,-6.98242E-07
-0.144042969,-7.35779E-07,-0.144042969,-6.49109E-07,-0.144042969,-6.14929E-07,-0.144042969,-6.83899E-07
-0.141601563,-7.21741E-07,-0.141601563,-6.35681E-07,-0.141601563,-5.98755E-07,-0.141601563,-6.69861E-07
-0.139160156,-7.07092E-07,-0.139160156,-6.21643E-07,-0.139160156,-5.85632E-07,-0.139160156,-6.55518E-07
-0.13671875,-6.93359E-07,-0.13671875,-6.08826E-07,-0.13671875,-5.70679E-07,-0.13671875,-6.40259E-07
-0.134277344,-6.78711E-07,-0.134277344,-5.93872E-07,-0.134277344,-5.56641E-07,-0.134277344,-0.000000625
-0.131835938,-6.63757E-07,-0.131835938,-5.79834E-07,-0.131835938,-5.42908E-07,-0.131835938,-6.09131E-07
-0.129394531,-6.50024E-07,-0.129394531,-5.65491E-07,-0.129394531,-5.29175E-07,-0.129394531,-5.93567E-07
-0.126953125,-6.35681E-07,-0.126953125,-5.51453E-07,-0.126953125,-5.16052E-07,-0.126953125,-5.77698E-07
-0.124511719,-6.20117E-07,-0.124511719,-5.35889E-07,-0.124511719,-5.0293E-07,-0.124511719,-5.61523E-07
-0.122070313,-6.03943E-07,-0.122070313,-5.21545E-07,-0.122070313,-4.88586E-07,-0.122070313,-5.45654E-07
-0.119628906,-5.91125E-07,-0.119628906,-5.07202E-07,-0.119628906,-4.74854E-07,-0.119628906,-5.31006E-07
-0.1171875,-5.76477E-07,-0.1171875,-4.92859E-07,-0.1171875,-4.59595E-07,-0.1171875,-5.16052E-07
-0.114746094,-5.62744E-07,-0.114746094,-4.79736E-07,-0.114746094,-4.46167E-07,-0.114746094,-4.99878E-07
-0.112304688,-5.49622E-07,-0.112304688,-4.66003E-07,-0.112304688,-4.30908E-07,-0.112304688,-4.85535E-07
-0.109863281,-5.36194E-07,-0.109863281,-4.52881E-07,-0.109863281,-4.1687E-07,-0.109863281,-4.70886E-07
-0.107421875,-5.23987E-07,-0.107421875,-4.39484E-07,-0.107421875,-4.02435E-07,-0.107421875,-4.56848E-07
-0.104980469,-5.10559E-07,-0.104980469,-4.26971E-07,-0.104980469,-3.87207E-07,-0.104980469,-4.422E-07
-0.102539063,-4.96826E-07,-0.102539063,-4.14063E-07,-0.102539063,-3.73627E-07,-0.102539063,-4.27399E-07
-0.100097656,-4.84619E-07,-0.100097656,-4.00757E-07,-0.100097656,-3.60138E-07,-0.100097656,-4.12231E-07
-0.09765625,-4.72107E-07,-0.09765625,-3.88367E-07,-0.09765625,-3.45703E-07,-0.09765625,-3.97949E-07
-0.095214844,-4.57764E-07,-0.095214844,-3.75641E-07,-0.095214844,-3.34534E-07,-0.095214844,-3.80981E-07
-0.092773438,-4.43512E-07,-0.092773438,-3.62305E-07,-0.092773438,-3.19794E-07,-0.092773438,-3.65295E-07
-0.090332031,-4.30511E-07,-0.090332031,-3.48511E-07,-0.090332031,-3.07098E-07,-0.090332031,-3.49335E-07
-0.087890625,-4.17084E-07,-0.087890625,-3.35541E-07,-0.087890625,-2.95135E-07,-0.087890625,-3.34747E-07
-0.085449219,-4.03564E-07,-0.085449219,-3.22113E-07,-0.085449219,-2.82074E-07,-0.085449219,-3.20251E-07
-0.083007813,-3.90442E-07,-0.083007813,-3.09418E-07,-0.083007813,-2.67639E-07,-0.083007813,-3.04779E-07
-0.080566406,-3.78937E-07,-0.080566406,-2.96051E-07,-0.080566406,-2.54059E-07,-0.080566406,-2.901E-07
-0.078125,-3.66547E-07,-0.078125,-2.83875E-07,-0.078125,-2.39716E-07,-0.078125,-2.75909E-07
-0.075683594,-3.53943E-07,-0.075683594,-2.71484E-07,-0.075683594,-2.25342E-07,-0.075683594,-2.62024E-07
-0.073242188,-3.41522E-07,-0.073242188,-2.57996E-07,-0.073242188,-2.11304E-07,-0.073242188,-2.47345E-07
-0.070800781,-3.29407E-07,-0.070800781,-2.46552E-07,-0.070800781,-1.9574E-07,-0.070800781,-2.33185E-07
-0.068359375,-3.17688E-07,-0.068359375,-2.34283E-07,-0.068359375,-1.83472E-07,-0.068359375,-2.19269E-07
-0.065917969,-3.04596E-07,-0.065917969,-2.23297E-07,-0.065917969,-1.6922E-07,-0.065917969,-2.04254E-07
-0.063476563,-2.90863E-07,-0.063476563,-2.09778E-07,-0.063476563,-1.56281E-07,-0.063476563,-1.8927E-07
-0.061035156,-2.78229E-07,-0.061035156,-1.97174E-07,-0.061035156,-1.43524E-07,-0.061035156,-1.74805E-07
-0.05859375,-2.65442E-07,-0.05859375,-1.8515E-07,-0.05859375,-1.3205E-07,-0.05859375,-1.59546E-07
-0.056152344,-2.50519E-07,-0.056152344,-1.7041E-07,-0.056152344,-1.18774E-07,-0.056152344,-1.44653E-07
-0.053710938,-2.37244E-07,-0.053710938,-1.5741E-07,-0.053710938,-1.05835E-07,-0.053710938,-1.28998E-07
-0.051269531,-2.2345E-07,-0.051269531,-1.44104E-07,-0.051269531,-9.26514E-08,-0.051269531,-1.15082E-07
-0.048828125,-2.10297E-07,-0.048828125,-1.30219E-07,-0.048828125,-7.94373E-08,-0.048828125,-9.98535E-08
-0.046386719,-1.97235E-07,-0.046386719,-1.16852E-07,-0.046386719,-6.38733E-08,-0.046386719,-8.61206E-08
-0.043945313,-1.83319E-07,-0.043945313,-1.02844E-07,-0.043945313,-5.02319E-08,-0.043945313,-7.33032E-08
-0.041503906,-1.69769E-07,-0.041503906,-9.00574E-08,-0.041503906,-3.57056E-08,-0.041503906,-5.85632E-08
-0.0390625,-1.56158E-07,-0.0390625,-7.60803E-08,-0.0390625,-2.01721E-08,-0.0390625,-4.43115E-08
-0.036621094,-1.42242E-07,-0.036621094,-6.27441E-08,-0.036621094,-5.7373E-09,-0.036621094,-3.02734E-08
-0.034179688,-1.28876E-07,-0.034179688,-4.98047E-08,-0.034179688,7.83997E-09,-0.034179688,-1.6684E-08
-0.031738281,-1.14258E-07,-0.031738281,-3.68042E-08,-0.031738281,2.25525E-08,-0.031738281,-2.5238E-09
-0.029296875,-1.00342E-07,-0.029296875,-2.34955E-08,-0.029296875,3.48206E-08,-0.029296875,1.10596E-08
-0.026855469,-8.48083E-08,-0.026855469,-9.23157E-09,-0.026855469,4.92859E-08,-0.026855469,2.5238E-08
-0.024414063,-6.95801E-08,-0.024414063,5.23071E-09,-0.024414063,6.25305E-08,-0.024414063,3.95813E-08
-0.021972656,-5.44128E-08,-0.021972656,1.987E-08,-0.021972656,7.52258E-08,-0.021972656,5.50232E-08
-0.01953125,-3.77808E-08,-0.01953125,3.40271E-08,-0.01953125,8.89893E-08,-0.01953125,6.90918E-08
-0.017089844,-2.19727E-08,-0.017089844,4.99573E-08,-0.017089844,1.026E-07,-0.017089844,8.43811E-08
-0.014648438,-5.68848E-09,-0.014648438,6.45142E-08,-0.014648438,1.16821E-07,-0.014648438,9.74426E-08
-0.012207031,1.01349E-08,-0.012207031,7.9895E-08,-0.012207031,1.31256E-07,-0.012207031,1.11786E-07
-0.009765625,2.49146E-08,-0.009765625,9.44214E-08,-0.009765625,1.45416E-07,-0.009765625,1.24573E-07
-0.007324219,4.04053E-08,-0.007324219,1.08948E-07,-0.007324219,1.60187E-07,-0.007324219,1.38E-07
-0.004882813,5.57861E-08,-0.004882813,1.23779E-07,-0.004882813,1.75568E-07,-0.004882813,1.51093E-07
-0.002441406,7.16858E-08,-0.002441406,1.38641E-07,-0.002441406,1.90002E-07,-0.002441406,1.6333E-07
0,8.61816E-08,0,1.52557E-07,0,2.04559E-07,0,1.76056E-07
0.002441406,1.02997E-07,0.002441406,1.67938E-07,0.002441406,2.19177E-07,0.002441406,1.90186E-07
0.004882813,1.20087E-07,0.004882813,1.82312E-07,0.004882813,2.31964E-07,0.004882813,2.02484E-07
0.007324219,1.36597E-07,0.007324219,1.97845E-07,0.007324219,2.4588E-07,0.007324219,2.16827E-07
0.009765625,1.52985E-07,0.009765625,2.11609E-07,0.009765625,2.58545E-07,0.009765625,2.30377E-07
0.012207031,1.70929E-07,0.012207031,2.27325E-07,0.012207031,2.71759E-07,0.012207031,2.43561E-07
0.014648438,1.87286E-07,0.014648438,2.43164E-07,0.014648438,2.85461E-07,0.014648438,2.56989E-07
0.017089844,2.04163E-07,0.017089844,2.58179E-07,0.017089844,2.97974E-07,0.017089844,2.70782E-07
0.01953125,2.20551E-07,0.01953125,2.73254E-07,0.01953125,3.10852E-07,0.01953125,2.83936E-07
0.021972656,2.35809E-07,0.021972656,2.8949E-07,0.021972656,3.24768E-07,0.021972656,2.96234E-07
0.024414063,2.52838E-07,0.024414063,3.04169E-07,0.024414063,3.37585E-07,0.024414063,3.08838E-07
0.026855469,2.68799E-07,0.026855469,3.18726E-07,0.026855469,3.50861E-07,0.026855469,3.19397E-07
0.029296875,2.8421E-07,0.029296875,3.32306E-07,0.029296875,3.6554E-07,0.029296875,3.31268E-07
0.031738281,2.9953E-07,0.031738281,3.4671E-07,0.031738281,3.78906E-07,0.031738281,3.42834E-07
0.034179688,3.14667E-07,0.034179688,3.61664E-07,0.034179688,3.92181E-07,0.034179688,3.54431E-07
0.036621094,3.30444E-07,0.036621094,3.75732E-07,0.036621094,4.04236E-07,0.036621094,3.64868E-07
0.0390625,3.45764E-07,0.0390625,3.88702E-07,0.0390625,4.18396E-07,0.0390625,3.7674E-07
0.041503906,3.6145E-07,0.041503906,4.02283E-07,0.041503906,4.30115E-07,0.041503906,3.88397E-07
0.043945313,3.77167E-07,0.043945313,4.1626E-07,0.043945313,4.41895E-07,0.043945313,3.99536E-07
0.046386719,3.93005E-07,0.046386719,4.29657E-07,0.046386719,4.53796E-07,0.046386719,4.12598E-07
0.048828125,4.08691E-07,0.048828125,4.4342E-07,0.048828125,4.64783E-07,0.048828125,4.23645E-07
0.051269531,4.24683E-07,0.051269531,4.57153E-07,0.051269531,4.76074E-07,0.051269531,4.3457E-07
0.053710938,4.38599E-07,0.053710938,4.71191E-07,0.053710938,4.87671E-07,0.053710938,4.45557E-07
0.056152344,4.52881E-07,0.056152344,4.8584E-07,0.056152344,4.99573E-07,0.056152344,4.56543E-07
0.05859375,4.67224E-07,0.05859375,4.98047E-07,0.05859375,5.10254E-07,0.05859375,4.67529E-07
0.061035156,4.80347E-07,0.061035156,5.10559E-07,0.061035156,5.22156E-07,0.061035156,4.7821E-07
0.063476563,4.9408E-07,0.063476563,5.23682E-07,0.063476563,5.33752E-07,0.063476563,4.87976E-07
0.065917969,5.06897E-07,0.065917969,5.36804E-07,0.065917969,5.45959E-07,0.065917969,4.98047E-07
0.068359375,5.18799E-07,0.068359375,5.4718E-07,0.068359375,5.56946E-07,0.068359375,5.07507E-07
0.070800781,5.31921E-07,0.070800781,5.59387E-07,0.070800781,5.67322E-07,0.070800781,5.16357E-07
