V_1,I_1,V_2,I_2,V_3,I_3,V_4,I_4
0.073242188,5.45654E-07,0.073242188,5.70374E-07,0.073242188,5.78613E-07,0.073242188,5.26123E-07
0.075683594,5.56335E-07,0.075683594,5.8197E-07,0.075683594,5.88989E-07,0.075683594,5.35889E-07
0.078125,5.70679E-07,0.078125,5.92957E-07,0.078125,5.98755E-07,0.078125,5.45349E-07
0.080566406,5.83496E-07,0.080566406,6.03943E-07,0.080566406,6.09131E-07,0.080566406,5.56335E-07
0.083007813,5.96924E-07,0.083007813,6.1554E-07,0.083007813,6.18286E-07,0.083007813,5.66711E-07
0.085449219,6.08521E-07,0.085449219,6.26526E-07,0.085449219,6.27136E-07,0.085449219,5.77393E-07
0.087890625,6.20422E-07,0.087890625,6.37207E-07,0.087890625,6.37207E-07,0.087890625,5.88074E-07
0.090332031,6.31104E-07,0.090332031,6.48804E-07,0.090332031,6.46667E-07,0.090332031,5.96924E-07
0.092773438,6.42395E-07,0.092773438,6.60095E-07,0.092773438,6.56433E-07,0.092773438,6.0791E-07
0.095214844,6.53076E-07,0.095214844,6.70166E-07,0.095214844,6.66199E-07,0.095214844,6.1676E-07
0.09765625,6.62537E-07,0.09765625,6.79932E-07,0.09765625,6.76575E-07,0.09765625,6.2561E-07
0.100097656,6.73523E-07,0.100097656,6.90613E-07,0.100097656,6.8573E-07,0.100097656,6.35986E-07
0.102539063,6.82373E-07,0.102539063,6.98853E-07,0.102539063,6.96716E-07,0.102539063,6.44531E-07
0.104980469,6.91833E-07,0.104980469,7.08618E-07,0.104980469,7.05872E-07,0.104980469,6.54297E-07
0.107421875,7.01599E-07,0.107421875,7.17773E-07,0.107421875,7.15027E-07,0.107421875,6.64368E-07
0.109863281,7.1106E-07,0.109863281,7.27539E-07,0.109863281,7.24792E-07,0.109863281,6.74133E-07
0.112304688,7.2113E-07,0.112304688,7.35779E-07,0.112304688,7.33032E-07,0.112304688,6.8512E-07
0.114746094,7.31506E-07,0.114746094,7.44324E-07,0.114746094,7.42493E-07,0.114746094,6.94885E-07
0.1171875,7.41272E-07,0.1171875,7.52869E-07,0.1171875,7.51648E-07,0.1171875,7.07092E-07
0.119628906,7.51343E-07,0.119628906,7.61719E-07,0.119628906,7.59888E-07,0.119628906,7.1991E-07
0.122070313,7.60498E-07,0.122070313,7.70569E-07,0.122070313,7.68433E-07,0.122070313,7.32422E-07
0.124511719,7.69348E-07,0.124511719,7.79419E-07,0.124511719,7.78809E-07,0.124511719,7.44019E-07
0.126953125,7.76978E-07,0.126953125,7.88879E-07,0.126953125,7.87964E-07,0.126953125,7.57141E-07
0.129394531,7.84302E-07,0.129394531,7.98035E-07,0.129394531,7.9834E-07,0.129394531,7.68433E-07
0.131835938,7.92236E-07,0.131835938,8.0658E-07,0.131835938,8.09021E-07,0.131835938,7.82166E-07
0.134277344,7.99866E-07,0.134277344,8.14514E-07,0.134277344,8.18787E-07,0.134277344,7.95898E-07
0.13671875,8.0719E-07,0.13671875,8.23059E-07,0.13671875,8.29773E-07,0.13671875,8.10242E-07
0.139160156,8.14819E-07,0.139160156,8.30994E-07,0.139160156,8.40454E-07,0.139160156,8.24585E-07
0.141601563,8.23669E-07,0.141601563,8.38318E-07,0.141601563,8.5144E-07,0.141601563,8.39844E-07
0.144042969,8.31909E-07,0.144042969,8.47168E-07,0.144042969,8.62427E-07,0.144042969,8.56018E-07
0.146484375,8.38928E-07,0.146484375,8.53577E-07,0.146484375,8.71582E-07,0.146484375,8.72803E-07
0.148925781,8.46558E-07,0.148925781,8.61206E-07,0.148925781,8.83179E-07,0.148925781,8.91724E-07
0.151367188,8.55408E-07,0.151367188,8.69751E-07,0.151367188,8.94775E-07,0.151367188,9.11865E-07
0.153808594,8.63953E-07,0.153808594,8.7738E-07,0.153808594,9.06677E-07,0.153808594,9.32312E-07
0.15625,8.70972E-07,0.15625,8.8501E-07,0.15625,9.18274E-07,0.15625,9.54895E-07
0.158691406,8.78601E-07,0.158691406,8.94775E-07,0.158691406,9.31396E-07,0.158691406,9.79309E-07
0.161132813,8.86536E-07,0.161132813,9.03015E-07,0.161132813,9.46045E-07,0.161132813,1.00311E-06
0.163574219,8.9325E-07,0.163574219,9.11865E-07,0.163574219,9.60388E-07,0.163574219,1.02936E-06
0.166015625,8.99963E-07,0.166015625,9.20715E-07,0.166015625,9.75342E-07,0.166015625,1.05682E-06
0.168457031,9.07288E-07,0.168457031,9.2926E-07,0.168457031,9.92126E-07,0.168457031,1.08429E-06
0.170898438,9.13696E-07,0.170898438,9.39026E-07,0.170898438,1.00952E-06,0.170898438,1.11572E-06
0.173339844,9.21021E-07,0.173339844,9.47876E-07,0.173339844,1.02631E-06,0.173339844,1.14868E-06
0.17578125,9.26819E-07,0.17578125,9.56116E-07,0.17578125,1.0437E-06,0.17578125,1.18164E-06
0.178222656,9.35059E-07,0.178222656,9.6405E-07,0.178222656,1.06262E-06,0.178222656,1.21887E-06
0.180664063,9.42993E-07,0.180664063,9.73206E-07,0.180664063,1.08215E-06,0.180664063,1.25854E-06
0.183105469,9.50317E-07,0.183105469,9.82056E-07,0.183105469,1.10199E-06,0.183105469,1.30005E-06
0.185546875,9.59473E-07,0.185546875,9.90295E-07,0.185546875,1.12183E-06,0.185546875,1.3446E-06
0.187988281,9.67102E-07,0.187988281,1.00098E-06,0.187988281,1.14441E-06,0.187988281,1.39221E-06
0.190429688,9.75342E-07,0.190429688,1.01044E-06,0.190429688,1.1676E-06,0.190429688,1.44318E-06
0.192871094,9.82056E-07,0.192871094,1.0202E-06,0.192871094,1.19232E-06,0.192871094,1.49628E-06
0.1953125,9.90601E-07,0.1953125,1.03119E-06,0.1953125,1.21796E-06,0.1953125,1.55212E-06
0.197753906,9.97314E-07,0.197753906,1.04248E-06,0.197753906,1.24481E-06,0.197753906,1.61011E-06
0.200195313,1.00525E-06,0.200195313,1.05347E-06,0.200195313,1.27411E-06,0.200195313,1.67145E-06
0.202636719,1.01318E-06,0.202636719,1.06537E-06,0.202636719,1.3031E-06,0.202636719,1.73492E-06
0.205078125,1.01898E-06,0.205078125,1.07544E-06,0.205078125,1.33453E-06,0.205078125,1.80145E-06
0.207519531,1.02661E-06,0.207519531,1.08734E-06,0.207519531,1.36475E-06,0.207519531,1.87134E-06
0.209960938,1.03485E-06,0.209960938,1.09863E-06,0.209960938,1.39801E-06,0.209960938,1.94458E-06
0.212402344,1.0434E-06,0.212402344,1.10962E-06,0.212402344,1.4325E-06,0.212402344,2.01935E-06
0.21484375,1.05164E-06,0.21484375,1.12091E-06,0.21484375,1.46637E-06,0.21484375,2.09778E-06
0.217285156,1.06049E-06,0.217285156,1.13281E-06,0.217285156,1.50177E-06,0.217285156,2.1814E-06
0.219726563,1.06934E-06,0.219726563,1.14502E-06,0.219726563,1.53839E-06,0.219726563,2.26715E-06
0.222167969,1.07758E-06,0.222167969,1.15723E-06,0.222167969,1.57654E-06,0.222167969,2.35596E-06
0.224609375,1.08551E-06,0.224609375,1.16882E-06,0.224609375,1.61316E-06,0.224609375,2.44446E-06
0.227050781,1.09406E-06,0.227050781,1.18134E-06,0.227050781,1.65222E-06,0.227050781,2.53693E-06
0.229492188,1.1026E-06,0.229492188,1.19446E-06,0.229492188,1.69312E-06,0.229492188,2.63031E-06
0.231933594,1.10992E-06,0.231933594,1.20758E-06,0.231933594,1.73401E-06,0.231933594,2.724E-06
0.234375,1.11725E-06,0.234375,1.22101E-06,0.234375,1.7746E-06,0.234375,2.81738E-06
0.236816406,1.12549E-06,0.236816406,1.23352E-06,0.236816406,1.81641E-06,0.236816406,2.9129E-06
0.239257813,1.13251E-06,0.239257813,1.24542E-06,0.239257813,1.8573E-06,0.239257813,3.00629E-06
0.241699219,1.14044E-06,0.241699219,1.25854E-06,0.241699219,1.89789E-06,0.241699219,3.09998E-06
0.244140625,1.14685E-06,0.244140625,1.26953E-06,0.244140625,1.93573E-06,0.244140625,3.18909E-06
0.246582031,1.15356E-06,0.246582031,1.28021E-06,0.246582031,1.97418E-06,0.246582031,3.28003E-06
0.249023438,1.1618E-06,0.249023438,1.29181E-06,0.249023438,2.01172E-06,0.249023438,3.36731E-06
0.251464844,1.16852E-06,0.251464844,1.30127E-06,0.251464844,2.04681E-06,0.251464844,3.45215E-06
0.25390625,1.17615E-06,0.25390625,1.31104E-06,0.25390625,2.07916E-06,0.25390625,3.53149E-06
0.256347656,1.18347E-06,0.256347656,1.32141E-06,0.256347656,2.11121E-06,0.256347656,3.60992E-06
0.258789063,1.19049E-06,0.258789063,1.32965E-06,0.258789063,2.14081E-06,0.258789063,3.68286E-06
0.261230469,1.19598E-06,0.261230469,1.33789E-06,0.261230469,2.1698E-06,0.261230469,3.74939E-06
0.263671875,1.20148E-06,0.263671875,1.34583E-06,0.263671875,2.19421E-06,0.263671875,3.80829E-06
0.266113281,1.20575E-06,0.266113281,1.35468E-06,0.266113281,2.2171E-06,0.266113281,3.86353E-06
0.268554688,1.21094E-06,0.268554688,1.36169E-06,0.268554688,2.23877E-06,0.268554688,3.91235E-06
0.270996094,1.21521E-06,0.270996094,1.3681E-06,0.270996094,2.25739E-06,0.270996094,3.95325E-06
0.2734375,1.21887E-06,0.2734375,1.37329E-06,0.2734375,2.27417E-06,0.2734375,3.98956E-06
0.275878906,1.22284E-06,0.275878906,1.37848E-06,0.275878906,2.28851E-06,0.275878906,4.01917E-06
0.278320313,1.2265E-06,0.278320313,1.38245E-06,0.278320313,2.2998E-06,0.278320313,4.04205E-06
0.280761719,1.23016E-06,0.280761719,1.3858E-06,0.280761719,2.30774E-06,0.280761719,4.05914E-06
0.283203125,1.23322E-06,0.283203125,1.38824E-06,0.283203125,2.31323E-06,0.283203125,4.06891E-06
0.285644531,1.23688E-06,0.285644531,1.39069E-06,0.285644531,2.31659E-06,0.285644531,4.07715E-06
0.288085938,1.23962E-06,0.288085938,1.39221E-06,0.288085938,2.31842E-06,0.288085938,4.07806E-06
0.290527344,1.24359E-06,0.290527344,1.39343E-06,0.290527344,2.31689E-06,0.290527344,4.07501E-06
0.29296875,1.24573E-06,0.29296875,1.39404E-06,0.29296875,2.31445E-06,0.29296875,4.06616E-06
0.295410156,1.24878E-06,0.295410156,1.39435E-06,0.295410156,2.31049E-06,0.295410156,4.05548E-06
0.297851563,0.00000125,0.297851563,1.39465E-06,0.297851563,2.30621E-06,0.297851563,4.04053E-06
0.300292969,1.25183E-06,0.300292969,1.39587E-06,0.300292969,2.29919E-06,0.300292969,4.02222E-06
0.302734375,1.25244E-06,0.302734375,1.39557E-06,0.302734375,2.29187E-06,0.302734375,3.99872E-06
0.305175781,1.25366E-06,0.305175781,1.39557E-06,0.305175781,2.28394E-06,0.305175781,3.97491E-06
0.307617188,1.25427E-06,0.307617188,1.39526E-06,0.307617188,2.27448E-06,0.307617188,3.94836E-06
0.310058594,1.25488E-06,0.310058594,1.39465E-06,0.310058594,2.26471E-06,0.310058594,3.91846E-06
0.3125,1.2558E-06,0.3125,1.39435E-06,0.3125,2.25555E-06,0.3125,3.88824E-06
0.314941406,1.25763E-06,0.314941406,1.39343E-06,0.314941406,2.24426E-06,0.314941406,3.85681E-06
0.317382813,1.25916E-06,0.317382813,1.3916E-06,0.317382813,2.23297E-06,0.317382813,3.82355E-06
0.319824219,1.26038E-06,0.319824219,1.38977E-06,0.319824219,2.22015E-06,0.319824219,3.78937E-06
0.322265625,1.26099E-06,0.322265625,1.38733E-06,0.322265625,2.20734E-06,0.322265625,3.75458E-06
0.324707031,1.26282E-06,0.324707031,1.3858E-06,0.324707031,2.19391E-06,0.324707031,3.7207E-06
0.327148438,1.26373E-06,0.327148438,1.38336E-06,0.327148438,2.18201E-06,0.327148438,3.68561E-06
0.329589844,1.26465E-06,0.329589844,1.38123E-06,0.329589844,2.16675E-06,0.329589844,3.65173E-06
0.33203125,1.26465E-06,0.33203125,1.37787E-06,0.33203125,2.15363E-06,0.33203125,3.61664E-06
0.334472656,1.26526E-06,0.334472656,1.37695E-06,0.334472656,2.1405E-06,0.334472656,3.58307E-06
0.336914063,1.26434E-06,0.336914063,1.37482E-06,0.336914063,2.12738E-06,0.336914063,3.54889E-06
0.339355469,1.26495E-06,0.339355469,1.37329E-06,0.339355469,2.11456E-06,0.339355469,3.51532E-06
0.341796875,1.26404E-06,0.341796875,1.37207E-06,0.341796875,2.10175E-06,0.341796875,3.48083E-06
0.344238281,1.26404E-06,0.344238281,1.36993E-06,0.344238281,2.08954E-06,0.344238281,3.44788E-06
0.346679688,1.26434E-06,0.346679688,1.36749E-06,0.346679688,2.07794E-06,0.346679688,3.41492E-06
0.349121094,1.26373E-06,0.349121094,1.36505E-06,0.349121094,2.06512E-06,0.349121094,3.38196E-06
0.3515625,1.26434E-06,0.3515625,1.36322E-06,0.3515625,2.05322E-06,0.3515625,3.35022E-06
0.354003906,1.26373E-06,0.354003906,1.35986E-06,0.354003906,2.04102E-06,0.354003906,3.31818E-06
0.356445313,1.26495E-06,0.356445313,1.35773E-06,0.356445313,2.02759E-06,0.356445313,3.28796E-06
0.358886719,1.26495E-06,0.358886719,1.35345E-06,0.358886719,2.0166E-06,0.358886719,3.25745E-06
0.361328125,1.26465E-06,0.361328125,1.3504E-06,0.361328125,2.00409E-06,0.361328125,3.22754E-06
0.363769531,1.26495E-06,0.363769531,1.34674E-06,0.363769531,1.99219E-06,0.363769531,3.19946E-06
0.366210938,1.26404E-06,0.366210938,1.3443E-06,0.366210938,1.98059E-06,0.366210938,3.17139E-06
0.368652344,1.26373E-06,0.368652344,1.34094E-06,0.368652344,1.96869E-06,0.368652344,3.14484E-06
0.37109375,1.26282E-06,0.37109375,1.33911E-06,0.37109375,1.95526E-06,0.37109375,3.11798E-06
0.373535156,1.2619E-06,0.373535156,1.33636E-06,0.373535156,1.94611E-06,0.373535156,3.09235E-06
0.375976563,1.26099E-06,0.375976563,1.33423E-06,0.375976563,1.93542E-06,0.375976563,3.06732E-06
0.378417969,1.25854E-06,0.378417969,1.33148E-06,0.378417969,1.92505E-06,0.378417969,3.0426E-06
0.380859375,1.25763E-06,0.380859375,1.32782E-06,0.380859375,1.91437E-06,0.380859375,3.01666E-06
0.383300781,1.25671E-06,0.383300781,1.32568E-06,0.383300781,1.90399E-06,0.383300781,2.99255E-06
0.385742188,1.25519E-06,0.385742188,1.32324E-06,0.385742188,1.89423E-06,0.385742188,2.96906E-06
0.388183594,1.25519E-06,0.388183594,1.31927E-06,0.388183594,1.88477E-06,0.388183594,2.94495E-06
0.390625,1.25488E-06,0.390625,1.31744E-06,0.390625,1.87317E-06,0.390625,2.92206E-06
0.393066406,1.25397E-06,0.393066406,1.31287E-06,0.393066406,1.8631E-06,0.393066406,2.89948E-06
0.395507813,1.25336E-06,0.395507813,1.3092E-06,0.395507813,1.85303E-06,0.395507813,2.87903E-06
0.397949219,1.25183E-06,0.397949219,1.30585E-06,0.397949219,1.84296E-06,0.397949219,2.85736E-06
0.400390625,1.25031E-06,0.400390625,1.30157E-06,0.400390625,1.83289E-06,0.400390625,2.83722E-06
0.402832031,1.24908E-06,0.402832031,1.29822E-06,0.402832031,1.82312E-06,0.402832031,2.81769E-06
0.405273438,1.24725E-06,0.405273438,1.29517E-06,0.405273438,1.81396E-06,0.405273438,2.79938E-06
0.407714844,1.24451E-06,0.407714844,1.2915E-06,0.407714844,1.8045E-06,0.407714844,2.78046E-06
0.41015625,1.24237E-06,0.41015625,1.28876E-06,0.41015625,1.79596E-06,0.41015625,2.76245E-06
0.412597656,1.23932E-06,0.412597656,1.28571E-06,0.412597656,1.78833E-06,0.412597656,2.74414E-06
0.415039063,1.23779E-06,0.415039063,1.28296E-06,0.415039063,1.7804E-06,0.415039063,2.72614E-06
0.417480469,1.23596E-06,0.417480469,1.27899E-06,0.417480469,1.77185E-06,0.417480469,2.70844E-06
0.419921875,1.23444E-06,0.419921875,1.27563E-06,0.419921875,1.76422E-06,0.419921875,2.69104E-06
0.422363281,1.2326E-06,0.422363281,1.27258E-06,0.422363281,1.75507E-06,0.422363281,2.67456E-06
0.424804688,1.23047E-06,0.424804688,1.26831E-06,0.424804688,1.74744E-06,0.424804688,2.65778E-06
0.427246094,1.22925E-06,0.427246094,1.26465E-06,0.427246094,1.73889E-06,0.427246094,2.64221E-06
0.4296875,1.22772E-06,0.4296875,1.26038E-06,0.4296875,1.73096E-06,0.4296875,2.62726E-06
0.432128906,1.22559E-06,0.432128906,1.25671E-06,0.432128906,1.72363E-06,0.432128906,2.612E-06
0.434570313,1.22314E-06,0.434570313,1.25244E-06,0.434570313,1.71509E-06,0.434570313,2.59766E-06
0.437011719,1.22101E-06,0.437011719,1.24878E-06,0.437011719,1.70746E-06,0.437011719,2.58453E-06
0.439453125,1.21826E-06,0.439453125,1.24512E-06,0.439453125,1.69983E-06,0.439453125,2.57141E-06
0.441894531,1.21521E-06,0.441894531,1.24207E-06,0.441894531,1.69434E-06,0.441894531,2.5589E-06
0.444335938,1.21246E-06,0.444335938,1.23932E-06,0.444335938,1.68823E-06,0.444335938,2.547E-06
0.446777344,1.20941E-06,0.446777344,1.23688E-06,0.446777344,1.68213E-06,0.446777344,2.5354E-06
0.44921875,1.20697E-06,0.44921875,1.23413E-06,0.44921875,1.67694E-06,0.44921875,2.5235E-06
0.451660156,1.20392E-06,0.451660156,1.23169E-06,0.451660156,1.67175E-06,0.451660156,2.51221E-06
0.454101563,1.20209E-06,0.454101563,1.22864E-06,0.454101563,1.66595E-06,0.454101563,2.50183E-06
0.456542969,1.20026E-06,0.456542969,1.22559E-06,0.456542969,1.66168E-06,0.456542969,2.49084E-06
0.458984375,1.19812E-06,0.458984375,1.22192E-06,0.458984375,1.6571E-06,0.458984375,2.48108E-06
0.461425781,1.19598E-06,0.461425781,1.21887E-06,0.461425781,1.65131E-06,0.461425781,2.47131E-06
0.463867188,1.19446E-06,0.463867188,1.21552E-06,0.463867188,1.64642E-06,0.463867188,2.46277E-06
0.466308594,1.19232E-06,0.466308594,1.21307E-06,0.466308594,1.64276E-06,0.466308594,2.45422E-06
0.46875,1.18958E-06,0.46875,1.21033E-06,0.46875,1.63818E-06,0.46875,2.44629E-06
0.471191406,1.18774E-06,0.471191406,1.20728E-06,0.471191406,1.63422E-06,0.471191406,2.43927E-06
0.473632813,1.185E-06,0.473632813,1.20544E-06,0.473632813,1.63147E-06,0.473632813,2.43317E-06
0.476074219,1.18286E-06,0.476074219,1.20361E-06,0.476074219,1.62903E-06,0.476074219,2.42798E-06
0.478515625,1.18042E-06,0.478515625,1.20148E-06,0.478515625,1.6275E-06,0.478515625,2.42432E-06
0.480957031,1.17737E-06,0.480957031,1.20087E-06,0.480957031,1.62628E-06,0.480957031,2.41974E-06
0.483398438,1.17462E-06,0.483398438,1.20026E-06,0.483398438,1.62598E-06,0.483398438,2.41577E-06
0.485839844,1.17218E-06,0.485839844,1.19843E-06,0.485839844,1.62537E-06,0.485839844,2.41241E-06
0.48828125,1.17035E-06,0.48828125,1.19751E-06,0.48828125,1.62506E-06,0.48828125,2.40875E-06
0.490722656,1.16852E-06,0.490722656,1.19751E-06,0.490722656,1.62445E-06,0.490722656,2.40601E-06
0.493164063,1.1676E-06,0.493164063,1.19507E-06,0.493164063,1.62476E-06,0.493164063,2.40387E-06
0.495605469,1.16577E-06,0.495605469,1.19476E-06,0.495605469,1.62567E-06,0.495605469,2.40326E-06
0.498046875,1.16394E-06,0.498046875,1.19324E-06,0.498046875,1.62659E-06,0.498046875,2.40143E-06
0.500488281,1.16119E-06,0.500488281,1.19202E-06,0.500488281,1.62903E-06,0.500488281,2.40204E-06
0.502929688,1.15997E-06,0.502929688,1.19141E-06,0.502929688,1.63055E-06,0.502929688,2.40326E-06
0.505371094,1.15753E-06,0.505371094,1.19049E-06,0.505371094,1.63177E-06,0.505371094,2.40479E-06
0.5078125,1.1557E-06,0.5078125,1.18958E-06,0.5078125,1.63422E-06,0.5078125,2.40723E-06
0.510253906,1.15295E-06,0.510253906,1.18896E-06,0.510253906,1.63574E-06,0.510253906,2.40967E-06
0.512695313,1.15051E-06,0.512695313,1.18835E-06,0.512695313,1.63818E-06,0.512695313,2.41394E-06
0.515136719,1.14716E-06,0.515136719,1.18713E-06,0.515136719,1.64063E-06,0.515136719,2.41699E-06
0.517578125,1.1441E-06,0.517578125,1.18683E-06,0.517578125,1.64398E-06,0.517578125,2.42126E-06
0.520019531,1.14136E-06,0.520019531,1.18591E-06,0.520019531,1.64612E-06,0.520019531,2.42523E-06
0.522460938,1.13831E-06,0.522460938,1.18439E-06,0.522460938,1.64948E-06,0.522460938,2.42798E-06
0.524902344,1.13525E-06,0.524902344,1.18378E-06,0.524902344,1.65222E-06,0.524902344,2.43195E-06
0.52734375,1.13312E-06,0.52734375,1.18042E-06,0.52734375,1.65405E-06,0.52734375,2.43408E-06
0.529785156,1.13068E-06,0.529785156,1.1792E-06,0.529785156,1.65588E-06,0.529785156,2.43622E-06
0.532226563,1.12732E-06,0.532226563,1.17584E-06,0.532226563,1.6571E-06,0.532226563,2.43835E-06
0.534667969,1.12396E-06,0.534667969,1.17371E-06,0.534667969,1.65741E-06,0.534667969,2.44049E-06
0.537109375,1.1203E-06,0.537109375,1.16974E-06,0.537109375,1.65741E-06,0.537109375,2.44141E-06
0.539550781,1.11664E-06,0.539550781,1.16577E-06,0.539550781,1.65619E-06,0.539550781,2.44293E-06
0.541992188,1.11237E-06,0.541992188,1.16302E-06,0.541992188,1.65466E-06,0.541992188,2.44354E-06
0.544433594,1.10748E-06,0.544433594,1.15936E-06,0.544433594,1.65283E-06,0.544433594,2.44415E-06
0.546875,1.1026E-06,0.546875,1.1554E-06,0.546875,1.6507E-06,0.546875,2.44415E-06
0.549316406,1.09772E-06,0.549316406,1.15204E-06,0.549316406,1.64886E-06,0.549316406,2.44354E-06
0.551757813,1.09253E-06,0.551757813,1.14777E-06,0.551757813,1.6452E-06,0.551757813,2.44049E-06
0.554199219,1.08795E-06,0.554199219,1.14319E-06,0.554199219,1.64215E-06,0.554199219,2.43744E-06
0.556640625,1.08276E-06,0.556640625,1.13922E-06,0.556640625,1.63849E-06,0.556640625,2.43347E-06
0.559082031,1.07819E-06,0.559082031,1.13464E-06,0.559082031,1.63361E-06,0.559082031,2.4292E-06
0.561523438,1.07391E-06,0.561523438,1.12976E-06,0.561523438,1.62933E-06,0.561523438,2.42371E-06
0.563964844,1.07025E-06,0.563964844,1.12427E-06,0.563964844,1.62292E-06,0.563964844,2.41699E-06
0.56640625,1.06537E-06,0.56640625,1.11847E-06,0.56640625,1.6156E-06,0.56640625,2.40936E-06
0.568847656,1.0611E-06,0.568847656,1.11267E-06,0.568847656,1.60919E-06,0.568847656,2.40234E-06
0.571289063,1.05621E-06,0.571289063,1.10718E-06,0.571289063,1.60248E-06,0.571289063,2.3941E-06
0.573730469,1.05194E-06,0.573730469,1.10413E-06,0.573730469,1.59454E-06,0.573730469,2.38556E-06
0.576171875,1.04675E-06,0.576171875,1.09833E-06,0.576171875,1.58691E-06,0.576171875,2.37671E-06
0.578613281,1.04187E-06,0.578613281,1.09222E-06,0.578613281,1.57928E-06,0.578613281,2.36938E-06
0.581054688,1.0379E-06,0.581054688,1.08704E-06,0.581054688,1.57196E-06,0.581054688,2.36023E-06
0.583496094,1.03302E-06,0.583496094,1.08124E-06,0.583496094,1.56464E-06,0.583496094,2.35229E-06
0.5859375,1.02753E-06,0.5859375,1.0788E-06,0.5859375,1.55731E-06,0.5859375,2.34436E-06
0.588378906,1.02325E-06,0.588378906,1.07361E-06,0.588378906,1.55029E-06,0.588378906,2.33551E-06
0.590820313,1.01837E-06,0.590820313,1.06903E-06,0.590820313,1.54327E-06,0.590820313,2.32635E-06
0.593261719,1.01379E-06,0.593261719,1.06415E-06,0.593261719,1.53656E-06,0.593261719,2.3172E-06
0.595703125,1.01013E-06,0.595703125,1.05927E-06,0.595703125,1.52924E-06,0.595703125,2.30743E-06
0.598144531,1.00647E-06,0.598144531,1.05347E-06,0.598144531,1.521E-06,0.598144531,2.29889E-06
0.600585938,1.00281E-06,0.600585938,1.04889E-06,0.600585938,1.51459E-06,0.600585938,2.28973E-06
0.598144531,9.35974E-07,0.598144531,9.83887E-07,0.598144531,1.44287E-06,0.598144531,2.20673E-06
0.595703125,8.8623E-07,0.595703125,9.3689E-07,0.595703125,1.39008E-06,0.595703125,2.146E-06
0.593261719,8.45642E-07,0.593261719,8.96301E-07,0.593261719,1.34705E-06,0.593261719,2.09503E-06
0.590820313,8.09631E-07,0.590820313,8.62427E-07,0.590820313,1.3089E-06,0.590820313,2.04987E-06
0.588378906,7.79419E-07,0.588378906,8.34351E-07,0.588378906,1.27502E-06,0.588378906,2.00928E-06
0.5859375,7.52258E-07,0.5859375,8.078E-07,0.5859375,1.24451E-06,0.5859375,1.97235E-06
0.583496094,7.26624E-07,0.583496094,7.85217E-07,0.583496094,1.21704E-06,0.583496094,1.93817E-06
0.581054688,7.04346E-07,0.581054688,7.63855E-07,0.581054688,1.1908E-06,0.581054688,1.90582E-06
0.578613281,6.83594E-07,0.578613281,7.44934E-07,0.578613281,1.16699E-06,0.578613281,1.87561E-06
0.576171875,6.64978E-07,0.576171875,7.27539E-07,0.576171875,1.14502E-06,0.576171875,1.84723E-06
0.573730469,6.47888E-07,0.573730469,7.09839E-07,0.573730469,1.12274E-06,0.573730469,1.81793E-06
0.571289063,6.31714E-07,0.571289063,6.94275E-07,0.571289063,1.10199E-06,0.571289063,1.79016E-06
0.568847656,6.1676E-07,0.568847656,6.78406E-07,0.568847656,1.08276E-06,0.568847656,1.7627E-06
0.56640625,6.03333E-07,0.56640625,6.63452E-07,0.56640625,1.06201E-06,0.56640625,1.73676E-06
0.563964844,5.896E-07,0.563964844,6.49414E-07,0.563964844,1.04248E-06,0.563964844,1.71021E-06
0.561523438,5.76477E-07,0.561523438,6.35376E-07,0.561523438,1.02386E-06,0.561523438,1.68396E-06
0.559082031,5.6488E-07,0.559082031,6.21338E-07,0.559082031,1.00525E-06,0.559082031,1.65924E-06
0.556640625,5.51147E-07,0.556640625,6.09131E-07,0.556640625,9.86633E-07,0.556640625,1.63452E-06
0.554199219,5.40161E-07,0.554199219,5.96924E-07,0.554199219,9.69238E-07,0.554199219,1.61072E-06
0.551757813,5.28564E-07,0.551757813,5.85327E-07,0.551757813,9.52148E-07,0.551757813,1.58844E-06
0.549316406,5.16663E-07,0.549316406,5.73425E-07,0.549316406,9.34753E-07,0.549316406,1.56555E-06
0.546875,5.05371E-07,0.546875,5.63049E-07,0.546875,9.18274E-07,0.546875,1.54358E-06
0.544433594,4.94385E-07,0.544433594,5.52368E-07,0.544433594,9.021E-07,0.544433594,1.52191E-06
0.541992188,4.84009E-07,0.541992188,5.42603E-07,0.541992188,8.87146E-07,0.541992188,1.50208E-06
0.539550781,4.74854E-07,0.539550781,5.31921E-07,0.539550781,8.72803E-07,0.539550781,1.48102E-06
0.537109375,4.65393E-07,0.537109375,5.22156E-07,0.537109375,8.57544E-07,0.537109375,1.46149E-06
0.534667969,4.56543E-07,0.534667969,5.13E-07,0.534667969,8.4259E-07,0.534667969,1.44196E-06
0.532226563,4.47693E-07,0.532226563,5.0293E-07,0.532226563,8.27942E-07,0.532226563,1.42273E-06
0.529785156,4.39026E-07,0.529785156,4.93164E-07,0.529785156,8.13293E-07,0.529785156,1.40472E-06
0.52734375,4.2981E-07,0.52734375,4.82788E-07,0.52734375,8.00171E-07,0.52734375,1.38672E-06
0.524902344,4.21997E-07,0.524902344,4.73633E-07,0.524902344,7.86438E-07,0.524902344,1.37024E-06
0.522460938,4.12384E-07,0.522460938,4.64783E-07,0.522460938,7.73315E-07,0.522460938,1.35437E-06
0.520019531,4.04053E-07,0.520019531,4.54407E-07,0.520019531,7.60498E-07,0.520019531,1.33911E-06
