V_2,I_2,V_3,I_3
0.007324219,-2.92969E-06,0.007324219,-2.64282E-06
0.004882813,-2.99103E-06,0.004882813,-2.63458E-06
0.002441406,-3.04626E-06,0.002441406,-2.62634E-06
0,-3.09479E-06,0,-2.6181E-06
-0.002441406,-3.13507E-06,-0.002441406,-2.60986E-06
-0.004882813,-3.17017E-06,-0.004882813,-2.60162E-06
-0.007324219,-3.20068E-06,-0.007324219,-2.59338E-06
-0.009765625,-3.22388E-06,-0.009765625,-2.58575E-06
-0.012207031,-3.24249E-06,-0.012207031,-2.57751E-06
-0.014648438,-3.25745E-06,-0.014648438,-2.56958E-06
-0.017089844,-3.26721E-06,-0.017089844,-2.56226E-06
-0.01953125,-3.27209E-06,-0.01953125,-2.55463E-06
-0.021972656,-3.27087E-06,-0.021972656,-2.54761E-06
-0.024414063,-3.26691E-06,-0.024414063,-2.53998E-06
-0.026855469,-3.25867E-06,-0.026855469,-2.53326E-06
-0.029296875,-3.24615E-06,-0.029296875,-2.52686E-06
-0.031738281,-3.23242E-06,-0.031738281,-2.52014E-06
-0.034179688,-3.21442E-06,-0.034179688,-2.51434E-06
-0.036621094,-3.19427E-06,-0.036621094,-2.50854E-06
-0.0390625,-3.17169E-06,-0.0390625,-2.50244E-06
-0.041503906,-3.14728E-06,-0.041503906,-2.49664E-06
-0.043945313,-3.12195E-06,-0.043945313,-2.49054E-06
-0.046386719,-3.09479E-06,-0.046386719,-2.48383E-06
-0.048828125,-3.06641E-06,-0.048828125,-2.47772E-06
-0.051269531,-3.03741E-06,-0.051269531,-2.47101E-06
-0.053710938,-3.00812E-06,-0.053710938,-2.4649E-06
-0.056152344,-2.97821E-06,-0.056152344,-2.45911E-06
-0.05859375,-2.94739E-06,-0.05859375,-2.453E-06
-0.061035156,-2.91626E-06,-0.061035156,-2.4472E-06
-0.063476563,-2.88513E-06,-0.063476563,-2.44171E-06
-0.065917969,-2.85339E-06,-0.065917969,-2.43622E-06
-0.068359375,-2.82257E-06,-0.068359375,-2.43073E-06
-0.070800781,-2.79114E-06,-0.070800781,-2.42584E-06
-0.073242188,-2.76093E-06,-0.073242188,-2.42035E-06
-0.075683594,-2.73071E-06,-0.075683594,-2.41516E-06
-0.078125,-2.70172E-06,-0.078125,-2.40997E-06
-0.080566406,-2.67334E-06,-0.080566406,-2.40448E-06
-0.083007813,-2.64557E-06,-0.083007813,-2.39899E-06
-0.085449219,-2.61932E-06,-0.085449219,-2.39288E-06
-0.087890625,-2.59308E-06,-0.087890625,-2.38739E-06
-0.090332031,-2.56805E-06,-0.090332031,-2.3819E-06
-0.092773438,-2.54456E-06,-0.092773438,-2.3764E-06
-0.095214844,-2.52045E-06,-0.095214844,-2.37091E-06
-0.09765625,-2.49847E-06,-0.09765625,-2.36542E-06
-0.100097656,-2.4765E-06,-0.100097656,-2.36053E-06
-0.102539063,-2.45575E-06,-0.102539063,-2.35535E-06
-0.104980469,-2.43652E-06,-0.104980469,-2.35077E-06
-0.107421875,-2.4176E-06,-0.107421875,-2.34589E-06
-0.109863281,-2.40021E-06,-0.109863281,-2.341E-06
-0.112304688,-2.38342E-06,-0.112304688,-2.33704E-06
-0.114746094,-2.36908E-06,-0.114746094,-2.33185E-06
-0.1171875,-2.35596E-06,-0.1171875,-2.32666E-06
-0.119628906,-2.34375E-06,-0.119628906,-2.32147E-06
-0.122070313,-2.33337E-06,-0.122070313,-2.31659E-06
-0.124511719,-2.32391E-06,-0.124511719,-2.31079E-06
-0.126953125,-2.31537E-06,-0.126953125,-2.30591E-06
-0.129394531,-2.30621E-06,-0.129394531,-2.30072E-06
-0.131835938,-2.2995E-06,-0.131835938,-2.29584E-06
-0.134277344,-2.2934E-06,-0.134277344,-2.29156E-06
-0.13671875,-2.28973E-06,-0.13671875,-2.28699E-06
-0.139160156,-2.28577E-06,-0.139160156,-2.28271E-06
-0.141601563,-2.28333E-06,-0.141601563,-2.27844E-06
-0.144042969,-2.2818E-06,-0.144042969,-2.27478E-06
-0.146484375,-2.2818E-06,-0.146484375,-2.27081E-06
-0.148925781,-2.28271E-06,-0.148925781,-2.26624E-06
-0.151367188,-2.28607E-06,-0.151367188,-2.26196E-06
-0.153808594,-2.28851E-06,-0.153808594,-2.25708E-06
-0.15625,-2.29401E-06,-0.15625,-2.25281E-06
-0.158691406,-2.30042E-06,-0.158691406,-2.24823E-06
-0.161132813,-2.30774E-06,-0.161132813,-2.24365E-06
-0.163574219,-2.31567E-06,-0.163574219,-2.23969E-06
-0.166015625,-2.32391E-06,-0.166015625,-2.23541E-06
-0.168457031,-2.33337E-06,-0.168457031,-2.23114E-06
-0.170898438,-2.34467E-06,-0.170898438,-2.22748E-06
-0.173339844,-2.35535E-06,-0.173339844,-2.22382E-06
-0.17578125,-2.36786E-06,-0.17578125,-2.22015E-06
-0.178222656,-2.38129E-06,-0.178222656,-2.2168E-06
-0.180664063,-2.39563E-06,-0.180664063,-2.21405E-06
-0.183105469,-2.4115E-06,-0.183105469,-2.21069E-06
-0.185546875,-2.42889E-06,-0.185546875,-2.20703E-06
-0.187988281,-2.44598E-06,-0.187988281,-2.20367E-06
-0.190429688,-2.4649E-06,-0.190429688,-2.20032E-06
-0.192871094,-2.48535E-06,-0.192871094,-2.19666E-06
-0.1953125,-2.5061E-06,-0.1953125,-2.19299E-06
-0.197753906,-2.52777E-06,-0.197753906,-2.18933E-06
-0.200195313,-2.54974E-06,-0.200195313,-2.18506E-06
-0.202636719,-2.57172E-06,-0.202636719,-2.18292E-06
-0.205078125,-2.59583E-06,-0.205078125,-2.18018E-06
-0.207519531,-2.61993E-06,-0.207519531,-2.17651E-06
-0.209960938,-2.64496E-06,-0.209960938,-2.17346E-06
-0.212402344,-2.67029E-06,-0.212402344,-2.17163E-06
-0.21484375,-2.69714E-06,-0.21484375,-2.16919E-06
-0.217285156,-2.72461E-06,-0.217285156,-2.16614E-06
-0.219726563,-2.75299E-06,-0.219726563,-2.164E-06
-0.222167969,-2.78137E-06,-0.222167969,-2.16156E-06
-0.224609375,-2.81219E-06,-0.224609375,-2.15851E-06
-0.227050781,-2.84271E-06,-0.227050781,-2.15668E-06
-0.229492188,-2.87384E-06,-0.229492188,-2.15363E-06
-0.231933594,-2.90527E-06,-0.231933594,-2.15027E-06
-0.234375,-2.93762E-06,-0.234375,-2.14752E-06
-0.236816406,-2.97028E-06,-0.236816406,-2.14508E-06
-0.239257813,-3.00232E-06,-0.239257813,-2.14264E-06
-0.241699219,-3.03528E-06,-0.241699219,-2.13989E-06
-0.244140625,-3.06824E-06,-0.244140625,-2.13867E-06
-0.246582031,-3.10089E-06,-0.246582031,-2.13593E-06
-0.249023438,-3.13477E-06,-0.249023438,-2.13379E-06
-0.251464844,-3.16833E-06,-0.251464844,-2.13287E-06
-0.25390625,-3.20282E-06,-0.25390625,-2.13043E-06
-0.256347656,-3.23669E-06,-0.256347656,-2.12891E-06
-0.258789063,-3.27148E-06,-0.258789063,-2.12708E-06
-0.261230469,-3.30719E-06,-0.261230469,-2.12524E-06
-0.263671875,-3.34137E-06,-0.263671875,-2.12311E-06
-0.266113281,-3.37524E-06,-0.266113281,-2.12006E-06
-0.268554688,-3.40942E-06,-0.268554688,-2.11731E-06
-0.270996094,-3.44269E-06,-0.270996094,-2.11548E-06
-0.2734375,-3.47656E-06,-0.2734375,-2.11365E-06
-0.275878906,-3.50983E-06,-0.275878906,-2.11212E-06
-0.278320313,-3.54187E-06,-0.278320313,-2.11029E-06
-0.280761719,-3.573E-06,-0.280761719,-2.10815E-06
-0.283203125,-3.60413E-06,-0.283203125,-2.10663E-06
-0.285644531,-3.63434E-06,-0.285644531,-2.10541E-06
-0.288085938,-3.66547E-06,-0.288085938,-2.10388E-06
-0.290527344,-3.69568E-06,-0.290527344,-2.10297E-06
-0.29296875,-3.72437E-06,-0.29296875,-2.10175E-06
-0.295410156,-3.75244E-06,-0.295410156,-2.0993E-06
-0.297851563,-3.78052E-06,-0.297851563,-2.09747E-06
-0.300292969,-3.80676E-06,-0.300292969,-2.09656E-06
-0.302734375,-3.8327E-06,-0.302734375,-2.09412E-06
-0.305175781,-3.85681E-06,-0.305175781,-2.09167E-06
-0.307617188,-3.87909E-06,-0.307617188,-2.08923E-06
-0.310058594,-3.90167E-06,-0.310058594,-2.08893E-06
-0.3125,-3.92242E-06,-0.3125,-2.08679E-06
-0.314941406,-3.94257E-06,-0.314941406,-2.08588E-06
-0.317382813,-3.96027E-06,-0.317382813,-2.08527E-06
-0.319824219,-3.97827E-06,-0.319824219,-2.08405E-06
-0.322265625,-3.99323E-06,-0.322265625,-2.08221E-06
-0.324707031,-4.00879E-06,-0.324707031,-2.0813E-06
-0.327148438,-4.02283E-06,-0.327148438,-2.08038E-06
-0.329589844,-4.03564E-06,-0.329589844,-2.07916E-06
-0.33203125,-4.04724E-06,-0.33203125,-2.07947E-06
-0.334472656,-4.05701E-06,-0.334472656,-2.07672E-06
-0.336914063,-4.06525E-06,-0.336914063,-2.0752E-06
-0.339355469,-4.07288E-06,-0.339355469,-2.07428E-06
-0.341796875,-4.07837E-06,-0.341796875,-2.07245E-06
-0.344238281,-4.08356E-06,-0.344238281,-2.07123E-06
-0.346679688,-4.08691E-06,-0.346679688,-2.07031E-06
-0.349121094,-4.08905E-06,-0.349121094,-2.06848E-06
-0.3515625,-4.09058E-06,-0.3515625,-2.06787E-06
-0.354003906,-4.09027E-06,-0.354003906,-2.06665E-06
-0.356445313,-4.08875E-06,-0.356445313,-2.06543E-06
-0.358886719,-4.08752E-06,-0.358886719,-2.06543E-06
-0.361328125,-4.08447E-06,-0.361328125,-2.06543E-06
-0.363769531,-4.08112E-06,-0.363769531,-2.06421E-06
-0.366210938,-4.07684E-06,-0.366210938,-2.06421E-06
-0.368652344,-4.07196E-06,-0.368652344,-2.0636E-06
-0.37109375,-4.06586E-06,-0.37109375,-2.06268E-06
-0.373535156,-4.05762E-06,-0.373535156,-2.06146E-06
-0.375976563,-4.04877E-06,-0.375976563,-2.06024E-06
-0.378417969,-4.04083E-06,-0.378417969,-2.05933E-06
-0.380859375,-4.03076E-06,-0.380859375,-2.05933E-06
-0.383300781,-4.01978E-06,-0.383300781,-2.05811E-06
-0.385742188,-4.00818E-06,-0.385742188,-2.05811E-06
-0.388183594,-3.9975E-06,-0.388183594,-2.05719E-06
-0.390625,-3.9856E-06,-0.390625,-2.05811E-06
-0.393066406,-3.9743E-06,-0.393066406,-2.0578E-06
-0.395507813,-3.96149E-06,-0.395507813,-2.05902E-06
-0.397949219,-3.94958E-06,-0.397949219,-2.05841E-06
-0.400390625,-3.93707E-06,-0.400390625,-2.05933E-06
-0.402832031,-3.92273E-06,-0.402832031,-2.05902E-06
-0.405273438,-3.9093E-06,-0.405273438,-2.05994E-06
-0.407714844,-3.89648E-06,-0.407714844,-2.05872E-06
-0.41015625,-3.88123E-06,-0.41015625,-2.05841E-06
-0.412597656,-3.86658E-06,-0.412597656,-2.05841E-06
-0.415039063,-3.85132E-06,-0.415039063,-2.05841E-06
-0.417480469,-3.83698E-06,-0.417480469,-2.05872E-06
-0.419921875,-3.82172E-06,-0.419921875,-2.05811E-06
-0.422363281,-3.80646E-06,-0.422363281,-2.05933E-06
-0.424804688,-3.79089E-06,-0.424804688,-2.05902E-06
-0.427246094,-3.77625E-06,-0.427246094,-2.06055E-06
-0.4296875,-3.76251E-06,-0.4296875,-2.06116E-06
-0.432128906,-3.74756E-06,-0.432128906,-2.06238E-06
-0.434570313,-3.73383E-06,-0.434570313,-2.06329E-06
-0.437011719,-3.71826E-06,-0.437011719,-2.0639E-06
-0.439453125,-3.70392E-06,-0.439453125,-2.06451E-06
-0.441894531,-3.68835E-06,-0.441894531,-2.06482E-06
-0.444335938,-3.6734E-06,-0.444335938,-2.06573E-06
-0.446777344,-3.65875E-06,-0.446777344,-2.06543E-06
-0.44921875,-3.64319E-06,-0.44921875,-2.06604E-06
-0.451660156,-3.62793E-06,-0.451660156,-2.06696E-06
-0.454101563,-3.61298E-06,-0.454101563,-2.06665E-06
-0.456542969,-3.59802E-06,-0.456542969,-2.06787E-06
-0.458984375,-3.58307E-06,-0.458984375,-2.06787E-06
-0.461425781,-3.57025E-06,-0.461425781,-2.0694E-06
-0.463867188,-3.5553E-06,-0.463867188,-2.07092E-06
-0.466308594,-3.54279E-06,-0.466308594,-2.07306E-06
-0.46875,-3.52905E-06,-0.46875,-2.07428E-06
-0.471191406,-3.51532E-06,-0.471191406,-2.0752E-06
-0.473632813,-3.50098E-06,-0.473632813,-2.07733E-06
-0.476074219,-3.48694E-06,-0.476074219,-2.07855E-06
-0.478515625,-3.47321E-06,-0.478515625,-2.07886E-06
-0.480957031,-3.45978E-06,-0.480957031,-2.08038E-06
-0.483398438,-3.44604E-06,-0.483398438,-2.0813E-06
-0.485839844,-3.43262E-06,-0.485839844,-2.08252E-06
-0.48828125,-3.41919E-06,-0.48828125,-2.08344E-06
-0.490722656,-3.40607E-06,-0.490722656,-2.08527E-06
-0.493164063,-3.39294E-06,-0.493164063,-2.0871E-06
-0.495605469,-3.38074E-06,-0.495605469,-2.08984E-06
-0.498046875,-3.36792E-06,-0.498046875,-2.09198E-06
-0.500488281,-3.3551E-06,-0.500488281,-2.09503E-06
-0.498046875,-3.2132E-06,-0.498046875,-2.02759E-06
-0.495605469,-3.11218E-06,-0.495605469,-1.99249E-06
-0.493164063,-3.03314E-06,-0.493164063,-1.96655E-06
-0.490722656,-2.966E-06,-0.490722656,-1.94519E-06
-0.48828125,-2.90863E-06,-0.48828125,-1.92932E-06
-0.485839844,-2.85767E-06,-0.485839844,-1.91315E-06
-0.483398438,-2.81311E-06,-0.483398438,-1.90033E-06
-0.480957031,-2.771E-06,-0.480957031,-1.88843E-06
-0.478515625,-2.73438E-06,-0.478515625,-1.87744E-06
-0.476074219,-2.69928E-06,-0.476074219,-1.86768E-06
-0.473632813,-2.66602E-06,-0.473632813,-1.85822E-06
-0.471191406,-2.63702E-06,-0.471191406,-1.84998E-06
-0.46875,-2.60773E-06,-0.46875,-1.84265E-06
-0.466308594,-2.58179E-06,-0.466308594,-1.83533E-06
-0.463867188,-2.55554E-06,-0.463867188,-1.82892E-06
-0.461425781,-2.53235E-06,-0.461425781,-1.82343E-06
-0.458984375,-2.50854E-06,-0.458984375,-1.81732E-06
-0.456542969,-2.48566E-06,-0.456542969,-1.81091E-06
-0.454101563,-2.46307E-06,-0.454101563,-1.80511E-06
-0.451660156,-2.4411E-06,-0.451660156,-1.79993E-06
-0.44921875,-2.42035E-06,-0.44921875,-1.79291E-06
-0.446777344,-2.39868E-06,-0.446777344,-1.7865E-06
-0.444335938,-2.37885E-06,-0.444335938,-1.7807E-06
-0.441894531,-2.35809E-06,-0.441894531,-1.77429E-06
-0.439453125,-2.33887E-06,-0.439453125,-1.7691E-06
-0.437011719,-2.32025E-06,-0.437011719,-1.7627E-06
-0.434570313,-2.30164E-06,-0.434570313,-1.7572E-06
-0.432128906,-2.28302E-06,-0.432128906,-1.7514E-06
-0.4296875,-2.26532E-06,-0.4296875,-1.74561E-06
-0.427246094,-2.24731E-06,-0.427246094,-1.7392E-06
-0.424804688,-2.22961E-06,-0.424804688,-1.73309E-06
-0.422363281,-2.21161E-06,-0.422363281,-1.72791E-06
-0.419921875,-2.19421E-06,-0.419921875,-1.7215E-06
-0.417480469,-2.17621E-06,-0.417480469,-1.71509E-06
-0.415039063,-2.15851E-06,-0.415039063,-1.70898E-06
-0.412597656,-2.14081E-06,-0.412597656,-1.70135E-06
-0.41015625,-2.1228E-06,-0.41015625,-1.69434E-06
-0.407714844,-2.1051E-06,-0.407714844,-1.68671E-06
-0.405273438,-2.08771E-06,-0.405273438,-1.67969E-06
-0.402832031,-2.07092E-06,-0.402832031,-1.67236E-06
-0.400390625,-2.05322E-06,-0.400390625,-1.66534E-06
-0.397949219,-2.03674E-06,-0.397949219,-1.65741E-06
-0.395507813,-2.02057E-06,-0.395507813,-1.65039E-06
-0.393066406,-2.00409E-06,-0.393066406,-1.64368E-06
-0.390625,-1.987E-06,-0.390625,-1.63666E-06
-0.388183594,-1.9696E-06,-0.388183594,-1.62994E-06
-0.385742188,-1.95282E-06,-0.385742188,-1.62323E-06
-0.383300781,-1.93512E-06,-0.383300781,-1.61621E-06
-0.380859375,-1.91772E-06,-0.380859375,-1.6095E-06
-0.378417969,-1.90063E-06,-0.378417969,-1.60278E-06
-0.375976563,-1.88263E-06,-0.375976563,-1.59607E-06
-0.373535156,-1.86523E-06,-0.373535156,-1.58905E-06
-0.37109375,-1.84784E-06,-0.37109375,-1.58264E-06
-0.368652344,-1.83044E-06,-0.368652344,-1.57501E-06
-0.366210938,-1.81396E-06,-0.366210938,-1.56891E-06
-0.363769531,-1.79779E-06,-0.363769531,-1.56219E-06
-0.361328125,-1.78131E-06,-0.361328125,-1.55609E-06
-0.358886719,-1.76483E-06,-0.358886719,-1.5506E-06
-0.356445313,-1.74774E-06,-0.356445313,-1.54449E-06
-0.354003906,-1.72974E-06,-0.354003906,-1.539E-06
-0.3515625,-1.71265E-06,-0.3515625,-1.53442E-06
-0.349121094,-1.69617E-06,-0.349121094,-1.52924E-06
-0.346679688,-1.67755E-06,-0.346679688,-1.52374E-06
-0.344238281,-1.65985E-06,-0.344238281,-1.51855E-06
-0.341796875,-1.64307E-06,-0.341796875,-1.51337E-06
-0.339355469,-1.62445E-06,-0.339355469,-1.50848E-06
-0.336914063,-1.60828E-06,-0.336914063,-1.50299E-06
-0.334472656,-1.59027E-06,-0.334472656,-1.49719E-06
-0.33203125,-1.57349E-06,-0.33203125,-1.49231E-06
-0.329589844,-1.5564E-06,-0.329589844,-1.48834E-06
-0.327148438,-1.53992E-06,-0.327148438,-1.48285E-06
-0.324707031,-1.52313E-06,-0.324707031,-1.47827E-06
-0.322265625,-1.50665E-06,-0.322265625,-1.4743E-06
-0.319824219,-1.48834E-06,-0.319824219,-1.47064E-06
-0.317382813,-1.47186E-06,-0.317382813,-1.46576E-06
-0.314941406,-1.45386E-06,-0.314941406,-1.46301E-06
-0.3125,-1.43646E-06,-0.3125,-1.45905E-06
-0.310058594,-1.41815E-06,-0.310058594,-1.45508E-06
-0.307617188,-1.40045E-06,-0.307617188,-1.45172E-06
-0.305175781,-1.38336E-06,-0.305175781,-1.44745E-06
-0.302734375,-1.36536E-06,-0.302734375,-1.44409E-06
-0.300292969,-1.34735E-06,-0.300292969,-1.43982E-06
-0.297851563,-1.33026E-06,-0.297851563,-1.43585E-06
-0.295410156,-1.31256E-06,-0.295410156,-1.43188E-06
-0.29296875,-1.29608E-06,-0.29296875,-1.42853E-06
-0.290527344,-1.27899E-06,-0.290527344,-1.42517E-06
-0.288085938,-1.26099E-06,-0.288085938,-1.42212E-06
-0.285644531,-1.24329E-06,-0.285644531,-1.41937E-06
-0.283203125,-1.22528E-06,-0.283203125,-1.41602E-06
-0.280761719,-1.20697E-06,-0.280761719,-1.41327E-06
-0.278320313,-1.18927E-06,-0.278320313,-1.41083E-06
-0.275878906,-1.17035E-06,-0.275878906,-1.40747E-06
-0.2734375,-1.15204E-06,-0.2734375,-1.40625E-06
-0.270996094,-1.13312E-06,-0.270996094,-1.4032E-06
-0.268554688,-1.1145E-06,-0.268554688,-1.40015E-06
-0.266113281,-1.09619E-06,-0.266113281,-1.3974E-06
-0.263671875,-1.07819E-06,-0.263671875,-1.39496E-06
-0.261230469,-1.05957E-06,-0.261230469,-1.39252E-06
-0.258789063,-1.04095E-06,-0.258789063,-1.38885E-06
-0.256347656,-1.02295E-06,-0.256347656,-1.38672E-06
-0.25390625,-1.00525E-06,-0.25390625,-1.38428E-06
-0.251464844,-9.86023E-07,-0.251464844,-1.38214E-06
-0.249023438,-9.66797E-07,-0.249023438,-1.38031E-06
-0.246582031,-9.47876E-07,-0.246582031,-1.37848E-06
-0.244140625,-9.2804E-07,-0.244140625,-1.37573E-06
-0.241699219,-9.08508E-07,-0.241699219,-1.37482E-06
-0.239257813,-8.90198E-07,-0.239257813,-1.37238E-06
-0.236816406,-8.70361E-07,-0.236816406,-1.37085E-06
-0.234375,-8.49915E-07,-0.234375,-1.36871E-06
-0.231933594,-8.30383E-07,-0.231933594,-1.36627E-06
-0.229492188,-8.11462E-07,-0.229492188,-1.36383E-06
-0.227050781,-7.91931E-07,-0.227050781,-1.36108E-06
-0.224609375,-7.73926E-07,-0.224609375,-1.35925E-06
-0.222167969,-7.547E-07,-0.222167969,-1.35651E-06
-0.219726563,-7.35168E-07,-0.219726563,-1.35498E-06
-0.217285156,-7.15942E-07,-0.217285156,-1.35254E-06
-0.21484375,-6.96411E-07,-0.21484375,-1.35132E-06
-0.212402344,-6.76575E-07,-0.212402344,-1.34888E-06
-0.209960938,-6.57654E-07,-0.209960938,-1.34735E-06
-0.207519531,-6.37207E-07,-0.207519531,-1.34613E-06
-0.205078125,-6.17676E-07,-0.205078125,-1.3443E-06
-0.202636719,-5.97229E-07,-0.202636719,-1.34247E-06
-0.200195313,-5.78003E-07,-0.200195313,-1.34064E-06
-0.197753906,-5.58167E-07,-0.197753906,-1.33881E-06
-0.1953125,-5.39246E-07,-0.1953125,-1.33759E-06
-0.192871094,-5.19409E-07,-0.192871094,-1.33575E-06
-0.190429688,-5.00183E-07,-0.190429688,-1.33331E-06
-0.187988281,-4.82178E-07,-0.187988281,-1.32965E-06
-0.185546875,-4.63562E-07,-0.185546875,-1.32843E-06
-0.183105469,-4.44336E-07,-0.183105469,-1.32721E-06
-0.180664063,-4.25385E-07,-0.180664063,-1.32477E-06
-0.178222656,-4.06219E-07,-0.178222656,-1.32385E-06
-0.17578125,-3.86566E-07,-0.17578125,-1.32172E-06
-0.173339844,-3.68744E-07,-0.173339844,-1.3208E-06
-0.170898438,-3.49365E-07,-0.170898438,-1.31927E-06
-0.168457031,-3.29865E-07,-0.168457031,-1.31714E-06
-0.166015625,-3.11523E-07,-0.166015625,-1.31653E-06
-0.163574219,-2.92297E-07,-0.163574219,-1.3147E-06
-0.161132813,-2.73651E-07,-0.161132813,-1.31317E-06
-0.158691406,-2.55768E-07,-0.158691406,-1.31042E-06
-0.15625,-2.37762E-07,-0.15625,-1.3089E-06
-0.153808594,-2.20337E-07,-0.153808594,-1.30676E-06
-0.151367188,-2.03278E-07,-0.151367188,-1.30432E-06
-0.148925781,-1.84814E-07,-0.148925781,-1.30188E-06
-0.146484375,-1.67358E-07,-0.146484375,-1.29974E-06
-0.144042969,-1.48743E-07,-0.144042969,-1.297E-06
-0.141601563,-1.3092E-07,-0.141601563,-1.29517E-06
-0.139160156,-1.13251E-07,-0.139160156,-1.29303E-06
-0.13671875,-9.57336E-08,-0.13671875,-1.2912E-06
-0.134277344,-7.57751E-08,-0.134277344,-1.28876E-06
-0.131835938,-5.8197E-08,-0.131835938,-1.28723E-06
-0.129394531,-3.97034E-08,-0.129394531,-1.2851E-06
-0.126953125,-2.20947E-08,-0.126953125,-1.28296E-06
-0.124511719,-3.86658E-09,-0.124511719,-1.28052E-06
-0.122070313,1.42975E-08,-0.122070313,-1.27777E-06
-0.119628906,3.21594E-08,-0.119628906,-1.27472E-06
-0.1171875,5.08728E-08,-0.1171875,-1.27106E-06
-0.114746094,6.91528E-08,-0.114746094,-1.26831E-06
-0.112304688,8.7677E-08,-0.112304688,-1.26495E-06
-0.109863281,1.07513E-07,-0.109863281,-1.2619E-06
-0.107421875,1.27136E-07,-0.107421875,-1.25854E-06
-0.104980469,1.47308E-07,-0.104980469,-1.2561E-06
-0.102539063,1.68182E-07,-0.102539063,-1.25275E-06
-0.100097656,1.89941E-07,-0.100097656,-0.00000125
-0.09765625,2.12372E-07,-0.09765625,-1.24756E-06
-0.095214844,2.34772E-07,-0.095214844,-1.24451E-06
-0.092773438,2.58545E-07,-0.092773438,-1.24146E-06
-0.090332031,2.81799E-07,-0.090332031,-1.2381E-06
-0.087890625,3.06641E-07,-0.087890625,-1.23505E-06
-0.085449219,3.31787E-07,-0.085449219,-1.23169E-06
-0.083007813,3.5788E-07,-0.083007813,-1.22803E-06
-0.080566406,3.85345E-07,-0.080566406,-1.22375E-06
-0.078125,4.14459E-07,-0.078125,-1.22009E-06
-0.075683594,4.45282E-07,-0.075683594,-1.21643E-06
-0.073242188,4.7821E-07,-0.073242188,-1.21277E-06
-0.070800781,5.12695E-07,-0.070800781,-1.2088E-06
-0.068359375,5.4718E-07,-0.068359375,-1.20514E-06
-0.065917969,5.86548E-07,-0.065917969,-1.20148E-06
-0.063476563,6.26221E-07,-0.063476563,-1.19781E-06
-0.061035156,6.68945E-07,-0.061035156,-1.19415E-06
-0.05859375,7.11365E-07,-0.05859375,-1.19049E-06
-0.056152344,7.58667E-07,-0.056152344,-1.18744E-06
-0.053710938,8.0719E-07,-0.053710938,-1.18378E-06
-0.051269531,8.58765E-07,-0.051269531,-1.17981E-06
-0.048828125,9.11865E-07,-0.048828125,-1.17615E-06
-0.046386719,9.67712E-07,-0.046386719,-1.17126E-06
-0.043945313,1.02875E-06,-0.043945313,-1.16699E-06
-0.041503906,1.09131E-06,-0.041503906,-1.16241E-06
-0.0390625,1.15845E-06,-0.0390625,-1.15753E-06
-0.036621094,1.22925E-06,-0.036621094,-1.15356E-06
-0.034179688,1.30219E-06,-0.034179688,-1.14899E-06
-0.031738281,1.37817E-06,-0.031738281,-1.14502E-06
-0.029296875,1.45844E-06,-0.029296875,-1.14075E-06
-0.026855469,1.54266E-06,-0.026855469,-1.13708E-06
-0.024414063,1.62994E-06,-0.024414063,-1.13342E-06
-0.021972656,1.71997E-06,-0.021972656,-1.12946E-06
-0.01953125,1.81244E-06,-0.01953125,-1.1261E-06
-0.017089844,1.90857E-06,-0.017089844,-1.12152E-06
-0.014648438,2.00714E-06,-0.014648438,-1.11694E-06
-0.012207031,2.10876E-06,-0.012207031,-1.11206E-06
-0.009765625,2.21191E-06,-0.009765625,-1.10779E-06
-0.007324219,2.31903E-06,-0.007324219,-1.10352E-06
-0.004882813,2.42828E-06,-0.004882813,-1.09802E-06
-0.002441406,2.53906E-06,-0.002441406,-1.09406E-06
0,2.64862E-06,0,-1.08948E-06
