V1,I1,V2,I2,V3,I3
0.395507813,1.82037E-06,0.395507813,1.55121E-06,0.395507813,1.07971E-06
0.393066406,1.79932E-06,0.393066406,1.539E-06,0.393066406,1.07117E-06
0.390625,1.77765E-06,0.390625,1.5274E-06,0.390625,1.06171E-06
0.388183594,1.7569E-06,0.388183594,1.51611E-06,0.388183594,1.05225E-06
0.385742188,1.73492E-06,0.385742188,1.50391E-06,0.385742188,1.04401E-06
0.383300781,1.71265E-06,0.383300781,1.49109E-06,0.383300781,1.03516E-06
0.380859375,1.69128E-06,0.380859375,1.4798E-06,0.380859375,1.02539E-06
0.378417969,1.66901E-06,0.378417969,1.46881E-06,0.378417969,1.01563E-06
0.375976563,1.64612E-06,0.375976563,1.45721E-06,0.375976563,1.00708E-06
0.373535156,1.62231E-06,0.373535156,1.44714E-06,0.373535156,9.9884E-07
0.37109375,1.59821E-06,0.37109375,1.43524E-06,0.37109375,9.91211E-07
0.368652344,1.57318E-06,0.368652344,1.42365E-06,0.368652344,9.8175E-07
0.366210938,1.54785E-06,0.366210938,1.41296E-06,0.366210938,9.73816E-07
0.363769531,1.52161E-06,0.363769531,1.40198E-06,0.363769531,9.67407E-07
0.361328125,1.49506E-06,0.361328125,1.39069E-06,0.361328125,9.58557E-07
0.358886719,1.46851E-06,0.358886719,1.37787E-06,0.358886719,9.50317E-07
0.356445313,1.44073E-06,0.356445313,1.36566E-06,0.356445313,9.42078E-07
0.354003906,1.41327E-06,0.354003906,1.35376E-06,0.354003906,9.33228E-07
0.3515625,1.38489E-06,0.3515625,1.34125E-06,0.3515625,9.24072E-07
0.349121094,1.3562E-06,0.349121094,1.32904E-06,0.349121094,9.15222E-07
0.346679688,1.32751E-06,0.346679688,1.31653E-06,0.346679688,9.06677E-07
0.344238281,1.29883E-06,0.344238281,1.30432E-06,0.344238281,8.98438E-07
0.341796875,1.26892E-06,0.341796875,1.29211E-06,0.341796875,8.88977E-07
0.339355469,1.23871E-06,0.339355469,1.28113E-06,0.339355469,8.80127E-07
0.336914063,1.20789E-06,0.336914063,1.26892E-06,0.336914063,8.72498E-07
0.334472656,1.17523E-06,0.334472656,1.25671E-06,0.334472656,8.64563E-07
0.33203125,1.14349E-06,0.33203125,1.24512E-06,0.33203125,8.56934E-07
0.329589844,1.11053E-06,0.329589844,1.2323E-06,0.329589844,8.49609E-07
0.327148438,1.07697E-06,0.327148438,1.21979E-06,0.327148438,8.40759E-07
0.324707031,1.0434E-06,0.324707031,1.20667E-06,0.324707031,8.3313E-07
0.322265625,1.00922E-06,0.322265625,1.19293E-06,0.322265625,8.23975E-07
0.319824219,9.75037E-07,0.319824219,1.1792E-06,0.319824219,8.1543E-07
0.317382813,9.41162E-07,0.317382813,1.16547E-06,0.317382813,8.06274E-07
0.314941406,9.06372E-07,0.314941406,1.15082E-06,0.314941406,7.97424E-07
0.3125,8.72192E-07,0.3125,1.13647E-06,0.3125,7.87964E-07
0.310058594,8.36792E-07,0.310058594,1.12152E-06,0.310058594,7.79114E-07
0.307617188,8.01086E-07,0.307617188,1.10748E-06,0.307617188,7.70569E-07
0.305175781,7.64771E-07,0.305175781,1.09253E-06,0.305175781,7.61414E-07
0.302734375,7.29065E-07,0.302734375,1.07758E-06,0.302734375,7.53174E-07
0.300292969,6.92139E-07,0.300292969,1.06293E-06,0.300292969,7.45239E-07
0.297851563,6.54907E-07,0.297851563,1.04797E-06,0.297851563,7.37915E-07
0.295410156,6.17371E-07,0.295410156,1.03241E-06,0.295410156,7.2937E-07
0.29296875,5.79224E-07,0.29296875,1.01624E-06,0.29296875,7.2113E-07
0.290527344,5.41687E-07,0.290527344,9.99756E-07,0.290527344,7.13196E-07
0.288085938,5.0415E-07,0.288085938,9.82666E-07,0.288085938,7.04651E-07
0.285644531,4.66614E-07,0.285644531,9.64661E-07,0.285644531,6.94885E-07
0.283203125,4.29108E-07,0.283203125,9.46045E-07,0.283203125,6.8573E-07
0.280761719,3.91449E-07,0.280761719,9.27734E-07,0.280761719,6.77185E-07
0.278320313,3.54431E-07,0.278320313,9.09729E-07,0.278320313,6.67114E-07
0.275878906,3.15308E-07,0.275878906,8.89893E-07,0.275878906,6.57959E-07
0.2734375,2.76642E-07,0.2734375,8.70056E-07,0.2734375,6.49109E-07
0.270996094,2.38373E-07,0.270996094,8.49609E-07,0.270996094,6.39038E-07
0.268554688,1.98975E-07,0.268554688,8.29163E-07,0.268554688,6.31409E-07
0.266113281,1.59698E-07,0.266113281,8.08411E-07,0.266113281,6.22864E-07
0.263671875,1.20148E-07,0.263671875,7.87659E-07,0.263671875,6.14014E-07
0.261230469,7.9895E-08,0.261230469,7.65991E-07,0.261230469,6.06079E-07
0.258789063,4.00391E-08,0.258789063,7.43408E-07,0.258789063,5.96313E-07
0.256347656,-5.18799E-10,0.256347656,7.1991E-07,0.256347656,5.87158E-07
0.25390625,-4.04968E-08,0.25390625,6.95801E-07,0.25390625,5.77698E-07
0.251464844,-8.02612E-08,0.251464844,6.71082E-07,0.251464844,5.68848E-07
0.249023438,-1.21338E-07,0.249023438,6.45752E-07,0.249023438,5.58167E-07
0.246582031,-1.6156E-07,0.246582031,6.19507E-07,0.246582031,5.47791E-07
0.244140625,-2.02393E-07,0.244140625,5.92041E-07,0.244140625,5.37415E-07
0.241699219,-2.43805E-07,0.241699219,5.65186E-07,0.241699219,5.27954E-07
0.239257813,-2.85889E-07,0.239257813,5.36804E-07,0.239257813,5.17883E-07
0.236816406,-3.28491E-07,0.236816406,5.08118E-07,0.236816406,5.07507E-07
0.234375,-3.71674E-07,0.234375,4.79126E-07,0.234375,4.97742E-07
0.231933594,-4.1507E-07,0.231933594,4.48883E-07,0.231933594,4.87671E-07
0.229492188,-4.599E-07,0.229492188,4.18823E-07,0.229492188,4.78516E-07
0.227050781,-5.05066E-07,0.227050781,3.88214E-07,0.227050781,4.69055E-07
0.224609375,-5.50842E-07,0.224609375,3.56079E-07,0.224609375,4.58679E-07
0.222167969,-5.96619E-07,0.222167969,3.23822E-07,0.222167969,4.47693E-07
0.219726563,-6.43311E-07,0.219726563,2.90253E-07,0.219726563,4.36707E-07
0.217285156,-6.90002E-07,0.217285156,2.55707E-07,0.217285156,4.2511E-07
0.21484375,-7.38831E-07,0.21484375,2.19452E-07,0.21484375,4.13208E-07
0.212402344,-7.87048E-07,0.212402344,1.83807E-07,0.212402344,4.01855E-07
0.209960938,-8.37097E-07,0.209960938,1.46637E-07,0.209960938,3.90503E-07
0.207519531,-8.88367E-07,0.207519531,1.08826E-07,0.207519531,3.78296E-07
0.205078125,-9.41162E-07,0.205078125,6.98547E-08,0.205078125,3.65753E-07
0.202636719,-9.95178E-07,0.202636719,3.125E-08,0.202636719,3.53851E-07
0.200195313,-1.05042E-06,0.200195313,-9.15222E-09,0.200195313,3.4259E-07
0.197753906,-1.10809E-06,0.197753906,-4.88586E-08,0.197753906,3.29895E-07
0.1953125,-1.16699E-06,0.1953125,-8.98438E-08,0.1953125,3.18085E-07
0.192871094,-1.22742E-06,0.192871094,-1.31744E-07,0.192871094,3.06061E-07
0.190429688,-1.28967E-06,0.190429688,-1.74805E-07,0.190429688,2.9364E-07
0.187988281,-1.35315E-06,0.187988281,-2.17529E-07,0.187988281,2.8009E-07
0.185546875,-1.41846E-06,0.185546875,-2.62177E-07,0.185546875,2.66022E-07
0.183105469,-1.48651E-06,0.183105469,-3.06427E-07,0.183105469,2.52045E-07
0.180664063,-1.55579E-06,0.180664063,-3.52203E-07,0.180664063,2.37701E-07
0.178222656,-1.62781E-06,0.178222656,-3.99078E-07,0.178222656,2.22321E-07
0.17578125,-1.70349E-06,0.17578125,-4.46411E-07,0.17578125,2.0636E-07
0.173339844,-1.78101E-06,0.173339844,-4.94385E-07,0.173339844,1.91162E-07
0.170898438,-1.86249E-06,0.170898438,-5.42603E-07,0.170898438,1.75049E-07
0.168457031,-1.94794E-06,0.168457031,-5.92346E-07,0.168457031,1.58508E-07
0.166015625,-2.03552E-06,0.166015625,-6.41785E-07,0.166015625,1.42517E-07
0.163574219,-2.12738E-06,0.163574219,-6.91528E-07,0.163574219,1.2619E-07
0.161132813,-2.22321E-06,0.161132813,-7.41882E-07,0.161132813,1.09558E-07
0.158691406,-2.3233E-06,0.158691406,-7.92542E-07,0.158691406,9.33838E-08
0.15625,-2.42737E-06,0.15625,-8.44116E-07,0.15625,7.41882E-08
0.153808594,-2.53571E-06,0.153808594,-8.96606E-07,0.153808594,5.68237E-08
0.151367188,-2.64893E-06,0.151367188,-9.49097E-07,0.151367188,3.7262E-08
0.148925781,-2.76733E-06,0.148925781,-1.00342E-06,0.148925781,1.69678E-08
0.146484375,-2.89093E-06,0.146484375,-1.05804E-06,0.146484375,-4.36707E-09
0.144042969,-3.02002E-06,0.144042969,-1.11298E-06,0.144042969,-2.44751E-08
0.141601563,-3.15613E-06,0.141601563,-1.16913E-06,0.141601563,-4.71191E-08
0.139160156,-3.29987E-06,0.139160156,-1.22681E-06,0.139160156,-6.89392E-08
0.13671875,-3.4494E-06,0.13671875,-1.28448E-06,0.13671875,-9.24072E-08
0.134277344,-3.60657E-06,0.134277344,-1.34277E-06,0.134277344,-1.15509E-07
0.131835938,-3.77228E-06,0.131835938,-1.40259E-06,0.131835938,-1.38885E-07
0.129394531,-3.94592E-06,0.129394531,-1.46393E-06,0.129394531,-1.62048E-07
0.126953125,-4.12781E-06,0.126953125,-1.52527E-06,0.126953125,-1.86554E-07
0.124511719,-4.31854E-06,0.124511719,-1.58783E-06,0.124511719,-2.12067E-07
0.122070313,-4.51813E-06,0.122070313,-1.65283E-06,0.122070313,-2.38251E-07
0.119628906,-4.729E-06,0.119628906,-1.71936E-06,0.119628906,-2.6532E-07
0.1171875,-4.9469E-06,0.1171875,-1.78894E-06,0.1171875,-2.94128E-07
0.114746094,-5.17883E-06,0.114746094,-1.86127E-06,0.114746094,-3.23578E-07
0.112304688,-5.41992E-06,0.112304688,-1.93481E-06,0.112304688,-3.52936E-07
0.109863281,-5.67017E-06,0.109863281,-2.01263E-06,0.109863281,-3.84735E-07
0.107421875,-5.93567E-06,0.107421875,-2.09351E-06,0.107421875,-4.1626E-07
0.104980469,-6.20728E-06,0.104980469,-2.17773E-06,0.104980469,-4.48914E-07
0.102539063,-6.49109E-06,0.102539063,-2.26685E-06,0.102539063,-4.81567E-07
0.100097656,-6.79016E-06,0.100097656,-2.36023E-06,0.100097656,-5.16663E-07
0.09765625,-7.09839E-06,0.09765625,-2.45911E-06,0.09765625,-5.50537E-07
0.095214844,-7.41577E-06,0.095214844,-2.56256E-06,0.095214844,-5.86548E-07
0.092773438,-7.74841E-06,0.092773438,-2.6712E-06,0.092773438,-6.22559E-07
0.090332031,-8.08716E-06,0.090332031,-2.78809E-06,0.090332031,-6.59485E-07
0.087890625,-8.44116E-06,0.087890625,-2.91107E-06,0.087890625,-6.99158E-07
0.085449219,-8.79822E-06,0.085449219,-3.04169E-06,0.085449219,-7.37915E-07
0.083007813,-9.16748E-06,0.083007813,-3.18207E-06,0.083007813,-7.80334E-07
0.080566406,-9.54285E-06,0.080566406,-3.33191E-06,0.080566406,-8.23059E-07
0.078125,-9.92737E-06,0.078125,-3.49152E-06,0.078125,-8.68225E-07
0.075683594,-1.0318E-05,0.075683594,-3.66119E-06,0.075683594,-9.13086E-07
0.073242188,-1.07117E-05,0.073242188,-3.84186E-06,0.073242188,-9.60999E-07
0.070800781,-1.11084E-05,0.070800781,-4.03473E-06,0.070800781,-1.01074E-06
0.068359375,-1.15112E-05,0.068359375,-4.24042E-06,0.068359375,-1.06171E-06
0.065917969,-1.19049E-05,0.065917969,-4.45801E-06,0.065917969,-1.1145E-06
0.063476563,-1.23047E-05,0.063476563,-4.68933E-06,0.063476563,-1.17004E-06
0.061035156,-1.27014E-05,0.061035156,-4.93469E-06,0.061035156,-1.22742E-06
0.05859375,-1.3092E-05,0.05859375,-5.19714E-06,0.05859375,-1.28815E-06
0.056152344,-1.34735E-05,0.056152344,-5.4718E-06,0.056152344,-1.35284E-06
0.053710938,-1.38489E-05,0.053710938,-5.76172E-06,0.053710938,-1.42212E-06
0.051269531,-1.4212E-05,0.051269531,-6.06689E-06,0.051269531,-1.49567E-06
0.048828125,-1.45599E-05,0.048828125,-6.39038E-06,0.048828125,-1.57471E-06
0.046386719,-1.48926E-05,0.046386719,-6.72913E-06,0.046386719,-1.65985E-06
0.043945313,-1.521E-05,0.043945313,-7.08313E-06,0.043945313,-1.75262E-06
0.041503906,-1.5509E-05,0.041503906,-7.4585E-06,0.041503906,-1.85242E-06
0.0390625,-1.57837E-05,0.0390625,-7.84607E-06,0.0390625,-1.96075E-06
0.036621094,-1.604E-05,0.036621094,-8.2489E-06,0.036621094,-2.07794E-06
0.034179688,-1.62659E-05,0.034179688,-8.66699E-06,0.034179688,-2.20581E-06
0.031738281,-1.64673E-05,0.031738281,-9.09729E-06,0.031738281,-2.34619E-06
0.029296875,-1.66412E-05,0.029296875,-9.54285E-06,0.029296875,-2.49786E-06
0.026855469,-1.67816E-05,0.026855469,-9.99451E-06,0.026855469,-2.66327E-06
0.024414063,-1.68976E-05,0.024414063,-1.04584E-05,0.024414063,-2.84485E-06
0.021972656,-1.6983E-05,0.021972656,-1.09344E-05,0.021972656,-3.0423E-06
0.01953125,-1.7041E-05,0.01953125,-1.14136E-05,0.01953125,-3.2605E-06
0.017089844,-1.70654E-05,0.017089844,-1.18958E-05,0.017089844,-3.49426E-06
0.014648438,-1.70654E-05,0.014648438,-1.2381E-05,0.014648438,-3.74939E-06
0.012207031,-1.7038E-05,0.012207031,-1.28662E-05,0.012207031,-4.02527E-06
0.009765625,-1.69861E-05,0.009765625,-1.33514E-05,0.009765625,-4.32098E-06
0.007324219,-1.69128E-05,0.007324219,-1.38245E-05,0.007324219,-4.63501E-06
0.004882813,-1.68182E-05,0.004882813,-1.42914E-05,0.004882813,-4.97131E-06
0.002441406,-1.67053E-05,0.002441406,-1.47461E-05,0.002441406,-5.32837E-06
0,-1.65741E-05,0,-1.51825E-05,0,-5.70374E-06
-0.002441406,-1.64276E-05,-0.002441406,-1.55975E-05,-0.002441406,-6.09131E-06
-0.004882813,-1.6272E-05,-0.004882813,-1.59912E-05,-0.004882813,-6.49414E-06
-0.007324219,-1.61072E-05,-0.007324219,-1.63635E-05,-0.007324219,-6.91223E-06
-0.009765625,-1.59363E-05,-0.009765625,-1.67053E-05,-0.009765625,-7.33948E-06
-0.012207031,-1.57562E-05,-0.012207031,-1.70105E-05,-0.012207031,-7.77283E-06
-0.014648438,-1.55762E-05,-0.014648438,-1.72882E-05,-0.014648438,-8.21228E-06
-0.017089844,-1.53961E-05,-0.017089844,-1.75323E-05,-0.017089844,-8.65479E-06
-0.01953125,-1.5213E-05,-0.01953125,-1.77399E-05,-0.01953125,-9.09119E-06
-0.021972656,-1.50299E-05,-0.021972656,-1.79077E-05,-0.021972656,-9.52148E-06
-0.024414063,-1.48499E-05,-0.024414063,-1.80389E-05,-0.024414063,-9.94568E-06
-0.026855469,-1.46729E-05,-0.026855469,-1.81305E-05,-0.026855469,-1.03516E-05
-0.029296875,-1.44989E-05,-0.029296875,-1.81885E-05,-0.029296875,-1.07483E-05
-0.031738281,-1.4328E-05,-0.031738281,-1.82068E-05,-0.031738281,-1.11176E-05
-0.034179688,-1.41632E-05,-0.034179688,-1.81915E-05,-0.034179688,-1.14746E-05
-0.036621094,-1.40015E-05,-0.036621094,-1.81427E-05,-0.036621094,-1.18073E-05
-0.0390625,-1.38428E-05,-0.0390625,-1.80664E-05,-0.0390625,-1.21155E-05
-0.041503906,-1.36902E-05,-0.041503906,-1.79626E-05,-0.041503906,-1.23962E-05
-0.043945313,-1.35406E-05,-0.043945313,-1.78314E-05,-0.043945313,-1.26526E-05
-0.046386719,-1.33942E-05,-0.046386719,-1.76819E-05,-0.046386719,-1.28845E-05
-0.048828125,-1.32538E-05,-0.048828125,-1.7514E-05,-0.048828125,-1.3089E-05
-0.051269531,-1.31165E-05,-0.051269531,-1.73309E-05,-0.051269531,-1.3269E-05
-0.053710938,-1.29822E-05,-0.053710938,-1.71387E-05,-0.053710938,-1.34277E-05
-0.056152344,-1.2854E-05,-0.056152344,-1.69373E-05,-0.056152344,-1.3562E-05
-0.05859375,-1.27289E-05,-0.05859375,-1.67297E-05,-0.05859375,-1.3678E-05
-0.061035156,-1.26068E-05,-0.061035156,-1.65192E-05,-0.061035156,-1.37695E-05
-0.063476563,-1.24908E-05,-0.063476563,-1.63086E-05,-0.063476563,-1.38489E-05
-0.065917969,-1.23779E-05,-0.065917969,-1.6098E-05,-0.065917969,-1.3913E-05
-0.068359375,-1.22681E-05,-0.068359375,-1.58875E-05,-0.068359375,-1.39618E-05
-0.070800781,-1.21613E-05,-0.070800781,-1.56799E-05,-0.070800781,-1.39954E-05
-0.073242188,-1.20605E-05,-0.073242188,-1.54785E-05,-0.073242188,-1.40259E-05
-0.075683594,-1.19598E-05,-0.075683594,-1.52771E-05,-0.075683594,-1.40411E-05
-0.078125,-1.18622E-05,-0.078125,-1.50848E-05,-0.078125,-1.40533E-05
-0.080566406,-1.17676E-05,-0.080566406,-1.48956E-05,-0.080566406,-1.40533E-05
-0.083007813,-1.1676E-05,-0.083007813,-1.47125E-05,-0.083007813,-1.40533E-05
-0.085449219,-1.15845E-05,-0.085449219,-1.45355E-05,-0.085449219,-1.40472E-05
-0.087890625,-1.1499E-05,-0.087890625,-1.43616E-05,-0.087890625,-1.4032E-05
-0.090332031,-1.14136E-05,-0.090332031,-1.41937E-05,-0.090332031,-1.40076E-05
-0.092773438,-1.13312E-05,-0.092773438,-1.4035E-05,-0.092773438,-1.39832E-05
-0.095214844,-1.12488E-05,-0.095214844,-1.38794E-05,-0.095214844,-1.39496E-05
-0.09765625,-1.11725E-05,-0.09765625,-1.37299E-05,-0.09765625,-1.39069E-05
-0.100097656,-1.10962E-05,-0.100097656,-1.35834E-05,-0.100097656,-1.3858E-05
-0.102539063,-1.10229E-05,-0.102539063,-1.3443E-05,-0.102539063,-1.38E-05
-0.104980469,-1.09528E-05,-0.104980469,-1.33087E-05,-0.104980469,-1.3736E-05
-0.107421875,-1.08826E-05,-0.107421875,-1.31775E-05,-0.107421875,-1.36627E-05
-0.109863281,-1.08154E-05,-0.109863281,-1.30493E-05,-0.109863281,-1.35773E-05
-0.112304688,-1.07483E-05,-0.112304688,-1.29272E-05,-0.112304688,-1.34888E-05
-0.114746094,-1.06812E-05,-0.114746094,-1.28082E-05,-0.114746094,-1.33911E-05
-0.1171875,-1.06171E-05,-0.1171875,-1.26923E-05,-0.1171875,-1.32904E-05
-0.119628906,-1.0556E-05,-0.119628906,-1.25793E-05,-0.119628906,-1.31836E-05
-0.122070313,-1.0495E-05,-0.122070313,-1.24725E-05,-0.122070313,-1.30676E-05
-0.124511719,-1.0434E-05,-0.124511719,-1.23657E-05,-0.124511719,-1.29486E-05
-0.126953125,-1.03729E-05,-0.126953125,-1.2265E-05,-0.126953125,-1.28265E-05
-0.129394531,-1.0318E-05,-0.129394531,-1.21674E-05,-0.129394531,-1.27045E-05
-0.131835938,-1.026E-05,-0.131835938,-1.20697E-05,-0.131835938,-1.25793E-05
-0.134277344,-1.02081E-05,-0.134277344,-1.19781E-05,-0.134277344,-1.24573E-05
-0.13671875,-1.01532E-05,-0.13671875,-1.18896E-05,-0.13671875,-1.23291E-05
-0.139160156,-1.01013E-05,-0.139160156,-1.18011E-05,-0.139160156,-1.2207E-05
-0.141601563,-1.00525E-05,-0.141601563,-1.17157E-05,-0.141601563,-1.20819E-05
-0.144042969,-1.00006E-05,-0.144042969,-1.16364E-05,-0.144042969,-1.19629E-05
-0.146484375,-9.95178E-06,-0.146484375,-1.1554E-05,-0.146484375,-1.18439E-05
-0.148925781,-9.90295E-06,-0.148925781,-1.14777E-05,-0.148925781,-1.17279E-05
-0.151367188,-9.85413E-06,-0.151367188,-1.14014E-05,-0.151367188,-1.1615E-05
-0.153808594,-9.8053E-06,-0.153808594,-1.13251E-05,-0.153808594,-1.15051E-05
-0.15625,-9.75952E-06,-0.15625,-1.12518E-05,-0.15625,-1.14014E-05
-0.158691406,-9.71069E-06,-0.158691406,-1.11816E-05,-0.158691406,-1.12976E-05
-0.161132813,-9.66797E-06,-0.161132813,-1.11115E-05,-0.161132813,-1.11969E-05
-0.163574219,-9.62524E-06,-0.163574219,-1.10474E-05,-0.163574219,-1.10992E-05
-0.166015625,-9.58252E-06,-0.166015625,-1.09802E-05,-0.166015625,-1.10046E-05
-0.168457031,-9.53979E-06,-0.168457031,-1.09192E-05,-0.168457031,-1.09131E-05
-0.170898438,-9.50012E-06,-0.170898438,-1.08551E-05,-0.170898438,-1.08246E-05
-0.173339844,-9.4574E-06,-0.173339844,-1.07971E-05,-0.173339844,-1.07391E-05
-0.17578125,-9.41772E-06,-0.17578125,-1.07361E-05,-0.17578125,-1.06537E-05
-0.178222656,-9.37805E-06,-0.178222656,-1.06781E-05,-0.178222656,-1.05713E-05
-0.180664063,-9.33838E-06,-0.180664063,-1.06232E-05,-0.180664063,-1.04919E-05
-0.183105469,-9.29871E-06,-0.183105469,-1.05682E-05,-0.183105469,-1.04156E-05
-0.185546875,-9.26208E-06,-0.185546875,-1.05133E-05,-0.185546875,-1.03424E-05
-0.187988281,-9.22241E-06,-0.187988281,-1.04584E-05,-0.187988281,-1.02692E-05
-0.190429688,-9.18579E-06,-0.190429688,-1.04034E-05,-0.190429688,-1.0199E-05
-0.192871094,-9.14917E-06,-0.192871094,-1.03516E-05,-0.192871094,-1.01318E-05
-0.1953125,-9.11255E-06,-0.1953125,-1.02997E-05,-0.1953125,-1.00647E-05
-0.197753906,-9.07898E-06,-0.197753906,-1.02509E-05,-0.197753906,-1.00006E-05
-0.200195313,-9.04541E-06,-0.200195313,-1.0202E-05,-0.200195313,-9.93958E-06
-0.202636719,-9.01184E-06,-0.202636719,-1.01563E-05,-0.202636719,-9.87854E-06
-0.205078125,-8.98132E-06,-0.205078125,-1.01074E-05,-0.205078125,-9.8175E-06
-0.207519531,-8.94775E-06,-0.207519531,-1.00616E-05,-0.207519531,-9.75952E-06
-0.209960938,-8.91724E-06,-0.209960938,-1.00159E-05,-0.209960938,-9.70154E-06
-0.212402344,-8.88672E-06,-0.212402344,-9.97314E-06,-0.212402344,-9.64661E-06
-0.21484375,-8.85315E-06,-0.21484375,-9.92737E-06,-0.21484375,-9.59473E-06
-0.217285156,-8.82568E-06,-0.217285156,-9.88159E-06,-0.217285156,-9.53979E-06
-0.219726563,-8.79517E-06,-0.219726563,-9.83887E-06,-0.219726563,-9.48792E-06
-0.222167969,-8.76465E-06,-0.222167969,-9.79614E-06,-0.222167969,-9.43909E-06
-0.224609375,-8.73718E-06,-0.224609375,-9.75342E-06,-0.224609375,-9.39026E-06
-0.227050781,-8.70972E-06,-0.227050781,-9.71069E-06,-0.227050781,-9.34143E-06
-0.229492188,-8.68225E-06,-0.229492188,-9.66797E-06,-0.229492188,-9.29565E-06
-0.231933594,-8.65479E-06,-0.231933594,-9.6283E-06,-0.231933594,-9.24988E-06
-0.234375,-8.63037E-06,-0.234375,-9.58862E-06,-0.234375,-9.20715E-06
-0.236816406,-8.60596E-06,-0.236816406,-9.5459E-06,-0.236816406,-9.16443E-06
-0.239257813,-8.58154E-06,-0.239257813,-9.50928E-06,-0.239257813,-9.1217E-06
-0.241699219,-8.55713E-06,-0.241699219,-9.4696E-06,-0.241699219,-9.07898E-06
-0.244140625,-8.53271E-06,-0.244140625,-9.42993E-06,-0.244140625,-9.03625E-06
-0.246582031,-8.5083E-06,-0.246582031,-9.39331E-06,-0.246582031,-8.99658E-06
-0.249023438,-8.48389E-06,-0.249023438,-9.35669E-06,-0.249023438,-8.95691E-06
-0.251464844,-8.46252E-06,-0.251464844,-9.32007E-06,-0.251464844,-8.91724E-06
-0.25390625,-8.43811E-06,-0.25390625,-9.28345E-06,-0.25390625,-8.88062E-06
-0.256347656,-8.4137E-06,-0.256347656,-9.24683E-06,-0.256347656,-8.84705E-06
-0.258789063,-8.39233E-06,-0.258789063,-9.21021E-06,-0.258789063,-8.81042E-06
-0.261230469,-8.37097E-06,-0.261230469,-9.17358E-06,-0.261230469,-8.77686E-06
-0.263671875,-8.34961E-06,-0.263671875,-9.14001E-06,-0.263671875,-8.74023E-06
-0.266113281,-8.32825E-06,-0.266113281,-9.10645E-06,-0.266113281,-8.70667E-06
-0.268554688,-8.30994E-06,-0.268554688,-9.07288E-06,-0.268554688,-8.6731E-06
-0.270996094,-8.29163E-06,-0.270996094,-9.03931E-06,-0.270996094,-8.63953E-06
-0.2734375,-8.27026E-06,-0.2734375,-9.00879E-06,-0.2734375,-8.60901E-06
-0.275878906,-8.25195E-06,-0.275878906,-8.97522E-06,-0.275878906,-8.57849E-06
-0.278320313,-8.23059E-06,-0.278320313,-8.9447E-06,-0.278320313,-8.54492E-06
-0.280761719,-8.21228E-06,-0.280761719,-8.91418E-06,-0.280761719,-8.51135E-06
-0.283203125,-8.19397E-06,-0.283203125,-8.88672E-06,-0.283203125,-8.48083E-06
-0.285644531,-8.17261E-06,-0.285644531,-8.8562E-06,-0.285644531,-8.45032E-06
-0.288085938,-8.1543E-06,-0.288085938,-8.82874E-06,-0.288085938,-8.4198E-06
-0.290527344,-8.13599E-06,-0.290527344,-8.80127E-06,-0.290527344,-8.39233E-06
-0.29296875,-8.12073E-06,-0.29296875,-8.77075E-06,-0.29296875,-8.36182E-06
-0.295410156,-8.10547E-06,-0.295410156,-8.74329E-06,-0.295410156,-8.33435E-06
-0.297851563,-8.09021E-06,-0.297851563,-8.71582E-06,-0.297851563,-8.30688E-06
-0.300292969,-8.07495E-06,-0.300292969,-8.69141E-06,-0.300292969,-8.27637E-06
-0.302734375,-8.05969E-06,-0.302734375,-8.66699E-06,-0.302734375,-8.2489E-06
-0.305175781,-8.04443E-06,-0.305175781,-8.64258E-06,-0.305175781,-8.22449E-06
-0.307617188,-8.02917E-06,-0.307617188,-8.61816E-06,-0.307617188,-8.19702E-06
-0.310058594,-8.01392E-06,-0.310058594,-8.59375E-06,-0.310058594,-8.16956E-06
-0.3125,-7.99866E-06,-0.3125,-8.57239E-06,-0.3125,-8.14209E-06
-0.314941406,-7.98645E-06,-0.314941406,-8.54797E-06,-0.314941406,-8.11768E-06
-0.317382813,-7.97119E-06,-0.317382813,-8.52661E-06,-0.317382813,-8.09021E-06
-0.319824219,-7.95593E-06,-0.319824219,-8.50525E-06,-0.319824219,-8.06274E-06
-0.322265625,-7.94067E-06,-0.322265625,-8.48389E-06,-0.322265625,-8.03833E-06
-0.324707031,-7.92847E-06,-0.324707031,-8.46252E-06,-0.324707031,-8.01086E-06
-0.327148438,-7.91626E-06,-0.327148438,-8.44116E-06,-0.327148438,-7.98645E-06
-0.329589844,-7.9071E-06,-0.329589844,-8.42285E-06,-0.329589844,-7.96204E-06
-0.33203125,-7.8949E-06,-0.33203125,-8.40149E-06,-0.33203125,-7.93762E-06
-0.334472656,-7.88574E-06,-0.334472656,-8.38013E-06,-0.334472656,-7.91321E-06
-0.336914063,-7.87659E-06,-0.336914063,-8.36182E-06,-0.336914063,-7.88879E-06
-0.339355469,-7.86743E-06,-0.339355469,-8.34045E-06,-0.339355469,-7.86438E-06
-0.341796875,-7.85522E-06,-0.341796875,-8.3252E-06,-0.341796875,-7.83997E-06
-0.344238281,-7.84607E-06,-0.344238281,-8.30688E-06,-0.344238281,-7.81555E-06
-0.346679688,-7.83691E-06,-0.346679688,-8.28857E-06,-0.346679688,-7.79114E-06
-0.349121094,-7.82776E-06,-0.349121094,-8.27332E-06,-0.349121094,-7.76672E-06
-0.3515625,-7.8186E-06,-0.3515625,-8.255E-06,-0.3515625,-7.74231E-06
