PFC_V,PFC_I,RHA_V,RHA_I,FDM_V,FDM_I
0.434570313,1.55182E-06,-0.034179688,4.14276E-06,0.231933594,-4.30603E-06
0.432128906,1.54724E-06,-0.031738281,4.0802E-06,0.229492188,-4.36218E-06
0.4296875,1.54175E-06,-0.029296875,4.01917E-06,0.227050781,-4.4046E-06
0.427246094,1.53595E-06,-0.026855469,3.95996E-06,0.224609375,-4.43878E-06
0.424804688,1.53107E-06,-0.024414063,3.90381E-06,0.222167969,-4.45831E-06
0.422363281,1.52588E-06,-0.021972656,3.84949E-06,0.219726563,-4.47388E-06
0.419921875,1.5213E-06,-0.01953125,3.79578E-06,0.217285156,-4.47845E-06
0.417480469,1.51642E-06,-0.017089844,3.74603E-06,0.21484375,-4.47388E-06
0.415039063,1.51184E-06,-0.014648438,3.6972E-06,0.212402344,-4.45984E-06
0.412597656,1.50787E-06,-0.012207031,3.64929E-06,0.209960938,-4.44183E-06
0.41015625,1.50299E-06,-0.009765625,3.60291E-06,0.207519531,-4.41833E-06
0.407714844,1.49811E-06,-0.007324219,3.55804E-06,0.205078125,-4.38782E-06
0.405273438,1.49261E-06,-0.004882813,3.5144E-06,0.202636719,-4.3515E-06
0.402832031,1.48682E-06,-0.002441406,3.47168E-06,0.200195313,-4.31305E-06
0.400390625,1.48193E-06,0,3.4314E-06,0.197753906,-4.2691E-06
0.397949219,1.47583E-06,0.002441406,3.39111E-06,0.1953125,-4.22211E-06
0.395507813,1.47064E-06,0.004882813,3.35327E-06,0.192871094,-4.17389E-06
0.393066406,1.46515E-06,0.007324219,3.31726E-06,0.190429688,-4.1214E-06
0.390625,1.45874E-06,0.009765625,3.27942E-06,0.187988281,-4.06677E-06
0.388183594,1.45294E-06,0.012207031,3.24554E-06,0.185546875,-4.01154E-06
0.385742188,1.44745E-06,0.014648438,3.21259E-06,0.183105469,-3.95386E-06
0.383300781,1.44135E-06,0.017089844,3.18054E-06,0.180664063,-3.89526E-06
0.380859375,1.43677E-06,0.01953125,3.14911E-06,0.178222656,-3.83636E-06
0.378417969,1.43127E-06,0.021972656,3.1189E-06,0.17578125,-3.77777E-06
0.375976563,1.42517E-06,0.024414063,3.0896E-06,0.173339844,-3.71826E-06
0.373535156,1.41846E-06,0.026855469,3.06061E-06,0.170898438,-3.66028E-06
0.37109375,1.41235E-06,0.029296875,3.03192E-06,0.168457031,-3.60229E-06
0.368652344,1.40533E-06,0.031738281,3.00507E-06,0.166015625,-3.54492E-06
0.366210938,1.39862E-06,0.034179688,2.97852E-06,0.163574219,-3.48816E-06
0.363769531,1.39038E-06,0.036621094,2.95197E-06,0.161132813,-3.43262E-06
0.361328125,1.38275E-06,0.0390625,2.92725E-06,0.158691406,-3.3783E-06
0.358886719,1.37451E-06,0.041503906,2.90253E-06,0.15625,-3.3252E-06
0.356445313,1.36627E-06,0.043945313,2.87903E-06,0.153808594,-3.2724E-06
0.354003906,1.35712E-06,0.046386719,2.85614E-06,0.151367188,-3.22083E-06
0.3515625,1.34857E-06,0.048828125,2.83478E-06,0.148925781,-3.17108E-06
0.349121094,1.34003E-06,0.051269531,2.8125E-06,0.146484375,-3.12164E-06
0.346679688,1.33148E-06,0.053710938,2.79144E-06,0.144042969,-3.07404E-06
0.344238281,1.32111E-06,0.056152344,2.77069E-06,0.141601563,-3.02795E-06
0.341796875,1.31134E-06,0.05859375,2.75055E-06,0.139160156,-2.98157E-06
0.339355469,1.29974E-06,0.061035156,2.73163E-06,0.13671875,-2.93854E-06
0.336914063,1.28876E-06,0.063476563,2.71271E-06,0.134277344,-2.8949E-06
0.334472656,1.27594E-06,0.065917969,2.69348E-06,0.131835938,-2.85339E-06
0.33203125,1.26251E-06,0.068359375,2.67426E-06,0.129394531,-2.81372E-06
0.329589844,1.24878E-06,0.070800781,2.65625E-06,0.126953125,-2.77527E-06
0.327148438,1.23291E-06,0.073242188,2.63885E-06,0.124511719,-2.73773E-06
0.324707031,1.21735E-06,0.075683594,2.62115E-06,0.122070313,-2.70233E-06
0.322265625,1.19995E-06,0.078125,2.60468E-06,0.119628906,-2.66815E-06
0.319824219,1.18164E-06,0.080566406,2.5882E-06,0.1171875,-2.63428E-06
0.317382813,1.16333E-06,0.083007813,2.57233E-06,0.114746094,-2.60223E-06
0.314941406,1.14227E-06,0.085449219,2.55646E-06,0.112304688,-2.57111E-06
0.3125,1.12122E-06,0.087890625,2.54181E-06,0.109863281,-2.53998E-06
0.310058594,1.09772E-06,0.090332031,2.52747E-06,0.107421875,-2.51099E-06
0.307617188,1.07269E-06,0.092773438,2.51343E-06,0.104980469,-2.48199E-06
0.305175781,1.04584E-06,0.095214844,2.50031E-06,0.102539063,-2.45453E-06
0.302734375,1.01654E-06,0.09765625,2.48932E-06,0.100097656,-2.42828E-06
0.300292969,9.85718E-07,0.100097656,2.47192E-06,0.09765625,-2.40326E-06
0.297851563,9.50928E-07,0.09765625,2.36786E-06,0.095214844,-2.37915E-06
0.295410156,9.14307E-07,0.095214844,2.2879E-06,0.092773438,-2.35565E-06
0.29296875,8.74939E-07,0.092773438,2.21954E-06,0.090332031,-2.33398E-06
0.290527344,8.3374E-07,0.090332031,2.15973E-06,0.087890625,-2.31293E-06
0.288085938,7.88269E-07,0.087890625,2.1048E-06,0.085449219,-2.29309E-06
0.285644531,7.3822E-07,0.085449219,2.05505E-06,0.083007813,-2.27417E-06
0.283203125,6.8634E-07,0.083007813,2.00775E-06,0.080566406,-2.25616E-06
0.280761719,6.31409E-07,0.080566406,1.96381E-06,0.078125,-2.23907E-06
0.278320313,5.71594E-07,0.078125,1.92261E-06,0.075683594,-2.22198E-06
0.275878906,5.06897E-07,0.075683594,1.88385E-06,0.073242188,-2.20581E-06
0.2734375,4.36554E-07,0.073242188,1.84692E-06,0.070800781,-2.19086E-06
0.270996094,3.6319E-07,0.070800781,1.81061E-06,0.068359375,-2.1759E-06
0.268554688,2.83905E-07,0.068359375,1.77582E-06,0.065917969,-2.16248E-06
0.266113281,1.99036E-07,0.065917969,1.745E-06,0.063476563,-2.14935E-06
0.263671875,1.08246E-07,0.063476563,1.71021E-06,0.061035156,-2.13776E-06
0.261230469,1.36414E-08,0.061035156,1.67816E-06,0.05859375,-2.12677E-06
0.258789063,-8.84094E-08,0.05859375,1.64734E-06,0.056152344,-2.11609E-06
0.256347656,-1.95831E-07,0.056152344,1.61652E-06,0.053710938,-2.10754E-06
0.25390625,-3.09296E-07,0.053710938,1.58722E-06,0.051269531,-2.09869E-06
0.251464844,-4.26636E-07,0.051269531,1.55853E-06,0.048828125,-2.09198E-06
0.249023438,-5.50537E-07,0.048828125,1.52985E-06,0.046386719,-2.08496E-06
0.246582031,-6.79932E-07,0.046386719,1.50208E-06,0.043945313,-2.07886E-06
0.244140625,-8.1543E-07,0.043945313,1.47552E-06,0.041503906,-2.07367E-06
0.241699219,-9.52759E-07,0.041503906,1.44867E-06,0.0390625,-2.0694E-06
0.239257813,-1.0968E-06,0.0390625,1.42273E-06,0.036621094,-2.06482E-06
0.236816406,-1.24664E-06,0.036621094,1.39679E-06,0.034179688,-2.06116E-06
0.234375,-1.39801E-06,0.034179688,1.37115E-06,0.031738281,-2.05841E-06
0.231933594,-1.55182E-06,0.031738281,1.34552E-06,0.029296875,-2.05627E-06
0.229492188,-1.70807E-06,0.029296875,1.31989E-06,0.026855469,-2.05475E-06
0.227050781,-1.86523E-06,0.026855469,1.29395E-06,0.024414063,-2.05444E-06
0.224609375,-2.02271E-06,0.024414063,1.26831E-06,0.021972656,-2.05505E-06
0.222167969,-2.17682E-06,0.021972656,1.24237E-06,0.01953125,-2.05658E-06
0.219726563,-2.33154E-06,0.01953125,1.21674E-06,0.017089844,-2.05872E-06
0.217285156,-2.48383E-06,0.017089844,1.1908E-06,0.014648438,-2.06238E-06
0.21484375,-2.63153E-06,0.014648438,1.16455E-06,0.012207031,-2.06604E-06
0.212402344,-2.77191E-06,0.012207031,1.13892E-06,0.009765625,-2.07123E-06
0.209960938,-2.90955E-06,0.009765625,1.11328E-06,0.007324219,-2.07642E-06
0.207519531,-3.03833E-06,0.007324219,1.08734E-06,0.004882813,-2.08282E-06
0.205078125,-3.16254E-06,0.004882813,1.0614E-06,0.002441406,-2.08954E-06
0.202636719,-3.27515E-06,0.002441406,1.03455E-06,0,-2.09595E-06
0.200195313,-3.38257E-06,0,1.00739E-06,0.002441406,-2.03308E-06
0.197753906,-3.48083E-06,,,,
0.1953125,-3.56995E-06,,,,
0.192871094,-3.64746E-06,,,,
0.190429688,-3.71552E-06,,,,
0.187988281,-3.77441E-06,,,,
0.185546875,-3.82233E-06,,,,
0.183105469,-3.85956E-06,,,,
0.180664063,-3.89008E-06,,,,
0.178222656,-3.91113E-06,,,,
0.17578125,-3.92395E-06,,,,
0.173339844,-3.92822E-06,,,,
0.170898438,-3.92761E-06,,,,
0.168457031,-3.91846E-06,,,,
0.166015625,-3.90381E-06,,,,
0.163574219,-3.88428E-06,,,,
0.161132813,-3.86169E-06,,,,
0.158691406,-3.83392E-06,,,,
0.15625,-3.80432E-06,,,,
0.153808594,-3.76892E-06,,,,
0.151367188,-3.73352E-06,,,,
0.148925781,-3.69446E-06,,,,
0.146484375,-3.65387E-06,,,,
0.144042969,-3.61176E-06,,,,
0.141601563,-3.56964E-06,,,,
0.139160156,-3.52661E-06,,,,
0.13671875,-3.48419E-06,,,,
0.134277344,-3.43994E-06,,,,
0.131835938,-3.39752E-06,,,,
0.129394531,-3.35541E-06,,,,
0.126953125,-3.31451E-06,,,,
0.124511719,-3.27332E-06,,,,
0.122070313,-3.23547E-06,,,,
0.119628906,-3.19611E-06,,,,
0.1171875,-3.15918E-06,,,,
0.114746094,-3.12286E-06,,,,
0.112304688,-3.08838E-06,,,,
0.109863281,-3.05481E-06,,,,
0.107421875,-3.02124E-06,,,,
0.104980469,-2.9895E-06,,,,
0.102539063,-2.95929E-06,,,,
0.100097656,-2.92969E-06,,,,
0.09765625,-2.90283E-06,,,,
0.095214844,-2.87628E-06,,,,
0.092773438,-2.85217E-06,,,,
0.090332031,-2.82928E-06,,,,
0.087890625,-2.80792E-06,,,,
0.085449219,-2.78748E-06,,,,
0.083007813,-2.76825E-06,,,,
0.080566406,-2.75208E-06,,,,
0.078125,-2.7356E-06,,,,
0.075683594,-2.72064E-06,,,,
0.073242188,-2.7066E-06,,,,
0.070800781,-2.69409E-06,,,,
0.068359375,-2.68158E-06,,,,
0.065917969,-2.6712E-06,,,,
0.063476563,-2.66266E-06,,,,
0.061035156,-2.65472E-06,,,,
0.05859375,-2.64832E-06,,,,
0.056152344,-2.64374E-06,,,,
0.053710938,-2.64038E-06,,,,
0.051269531,-2.63794E-06,,,,
0.048828125,-2.63672E-06,,,,
0.046386719,-2.63641E-06,,,,
0.043945313,-2.63763E-06,,,,
0.041503906,-2.64038E-06,,,,
0.0390625,-2.64374E-06,,,,
0.036621094,-2.64801E-06,,,,
0.034179688,-2.65289E-06,,,,
0.031738281,-2.65869E-06,,,,
0.029296875,-2.66663E-06,,,,
0.026855469,-2.67517E-06,,,,
0.024414063,-2.68585E-06,,,,
0.021972656,-2.69684E-06,,,,
0.01953125,-2.71027E-06,,,,
0.017089844,-2.72369E-06,,,,
0.014648438,-2.73895E-06,,,,
0.012207031,-2.75452E-06,,,,
0.009765625,-2.77191E-06,,,,
0.007324219,-2.78931E-06,,,,
0.004882813,-2.80884E-06,,,,
0.002441406,-2.82867E-06,,,,
0,-2.84882E-06,,,,
-0.002441406,-2.87018E-06,,,,
-0.004882813,-2.89154E-06,,,,
-0.007324219,-2.91565E-06,,,,
-0.009765625,-2.94006E-06,,,,
-0.012207031,-2.96539E-06,,,,
-0.014648438,-2.99133E-06,,,,
-0.017089844,-3.0188E-06,,,,
-0.01953125,-3.04779E-06,,,,
-0.021972656,-3.07648E-06,,,,
-0.024414063,-3.10699E-06,,,,
-0.026855469,-3.1366E-06,,,,
-0.029296875,-3.16833E-06,,,,
-0.031738281,-3.19855E-06,,,,
-0.034179688,-3.2312E-06,,,,
-0.036621094,-3.26385E-06,,,,
-0.0390625,-3.29681E-06,,,,
-0.041503906,-3.3313E-06,,,,
-0.043945313,-3.36426E-06,,,,
-0.046386719,-3.39935E-06,,,,
-0.048828125,-3.43536E-06,,,,
-0.051269531,-3.46985E-06,,,,
-0.053710938,-3.50616E-06,,,,
-0.056152344,-3.5434E-06,,,,
-0.05859375,-3.57941E-06,,,,
-0.061035156,-3.61572E-06,,,,
-0.063476563,-3.65295E-06,,,,
-0.065917969,-3.68774E-06,,,,
-0.068359375,-3.72437E-06,,,,
-0.070800781,-3.75977E-06,,,,
-0.073242188,-3.79547E-06,,,,
-0.075683594,-3.83118E-06,,,,
-0.078125,-3.86658E-06,,,,
-0.080566406,-3.90228E-06,,,,
-0.083007813,-3.93768E-06,,,,
-0.085449219,-3.97247E-06,,,,
-0.087890625,-4.00757E-06,,,,
-0.090332031,-4.04114E-06,,,,
-0.092773438,-4.07562E-06,,,,
-0.095214844,-4.10828E-06,,,,
-0.09765625,-4.14124E-06,,,,
-0.100097656,-4.17267E-06,,,,
-0.102539063,-4.20319E-06,,,,
-0.104980469,-4.23279E-06,,,,
-0.107421875,-4.26208E-06,,,,
-0.109863281,-4.29016E-06,,,,
-0.112304688,-4.31854E-06,,,,
-0.114746094,-4.34662E-06,,,,
-0.1171875,-4.37286E-06,,,,
-0.119628906,-4.3985E-06,,,,
-0.122070313,-4.42383E-06,,,,
-0.124511719,-4.44763E-06,,,,
-0.126953125,-4.47083E-06,,,,
-0.129394531,-4.4931E-06,,,,
-0.131835938,-4.51477E-06,,,,
-0.134277344,-4.53522E-06,,,,
-0.13671875,-4.55353E-06,,,,
-0.139160156,-4.57123E-06,,,,
-0.141601563,-4.58771E-06,,,,
-0.144042969,-4.60327E-06,,,,
-0.146484375,-4.61853E-06,,,,
-0.148925781,-4.63226E-06,,,,
-0.151367188,-4.6463E-06,,,,
-0.153808594,-4.65912E-06,,,,
-0.15625,-4.67072E-06,,,,
-0.158691406,-4.68231E-06,,,,
-0.161132813,-4.69238E-06,,,,
-0.163574219,-4.70215E-06,,,,
-0.166015625,-4.70978E-06,,,,
-0.168457031,-4.71649E-06,,,,
-0.170898438,-4.72351E-06,,,,
-0.173339844,-4.7287E-06,,,,
-0.17578125,-4.73328E-06,,,,
-0.178222656,-4.73633E-06,,,,
-0.180664063,-4.7403E-06,,,,
-0.183105469,-4.74213E-06,,,,
-0.185546875,-4.74396E-06,,,,
-0.187988281,-4.74518E-06,,,,
-0.190429688,-4.74609E-06,,,,
-0.192871094,-4.74701E-06,,,,
-0.1953125,-4.7467E-06,,,,
-0.197753906,-4.7467E-06,,,,
-0.200195313,-4.74487E-06,,,,
-0.197753906,-4.54132E-06,,,,
-0.1953125,-4.38049E-06,,,,
-0.192871094,-4.24103E-06,,,,
-0.190429688,-4.11835E-06,,,,
-0.187988281,-4.00696E-06,,,,
-0.185546875,-3.90533E-06,,,,
-0.183105469,-3.81134E-06,,,,
-0.180664063,-3.72406E-06,,,,
-0.178222656,-3.64258E-06,,,,
-0.17578125,-3.56628E-06,,,,
-0.173339844,-3.49396E-06,,,,
-0.170898438,-3.42499E-06,,,,
-0.168457031,-3.35907E-06,,,,
-0.166015625,-3.29712E-06,,,,
-0.163574219,-3.23608E-06,,,,
-0.161132813,-3.17871E-06,,,,
-0.158691406,-3.12164E-06,,,,
-0.15625,-3.06671E-06,,,,
-0.153808594,-3.0127E-06,,,,
-0.151367188,-2.96082E-06,,,,
-0.148925781,-2.91046E-06,,,,
-0.146484375,-2.86163E-06,,,,
-0.144042969,-2.81464E-06,,,,
-0.141601563,-2.76794E-06,,,,
-0.139160156,-2.72247E-06,,,,
-0.13671875,-2.67883E-06,,,,
-0.134277344,-2.6358E-06,,,,
-0.131835938,-2.59308E-06,,,,
-0.129394531,-2.55157E-06,,,,
-0.126953125,-2.51068E-06,,,,
-0.124511719,-2.47009E-06,,,,
-0.122070313,-2.4295E-06,,,,
-0.119628906,-2.38983E-06,,,,
-0.1171875,-2.35077E-06,,,,
-0.114746094,-2.31201E-06,,,,
-0.112304688,-2.27417E-06,,,,
-0.109863281,-2.23785E-06,,,,
-0.107421875,-2.20001E-06,,,,
-0.104980469,-2.16522E-06,,,,
-0.102539063,-2.12952E-06,,,,
-0.100097656,-2.09503E-06,,,,
-0.09765625,-2.06085E-06,,,,
-0.095214844,-2.02667E-06,,,,
-0.092773438,-1.99341E-06,,,,
-0.090332031,-1.95984E-06,,,,
-0.087890625,-1.92719E-06,,,,
-0.085449219,-1.89392E-06,,,,
-0.083007813,-1.86096E-06,,,,
-0.080566406,-1.82831E-06,,,,
-0.078125,-1.79688E-06,,,,
-0.075683594,-1.76544E-06,,,,
-0.073242188,-1.73462E-06,,,,
-0.070800781,-1.70441E-06,,,,
-0.068359375,-1.67419E-06,,,,
-0.065917969,-1.64551E-06,,,,
-0.063476563,-1.6156E-06,,,,
-0.061035156,-1.58722E-06,,,,
-0.05859375,-1.55853E-06,,,,
-0.056152344,-1.53046E-06,,,,
-0.053710938,-1.50146E-06,,,,
-0.051269531,-1.47369E-06,,,,
-0.048828125,-1.44592E-06,,,,
-0.046386719,-1.41815E-06,,,,
-0.043945313,-1.39069E-06,,,,
-0.041503906,-1.36383E-06,,,,
-0.0390625,-1.33667E-06,,,,
-0.036621094,-1.31134E-06,,,,
-0.034179688,-1.28601E-06,,,,
-0.031738281,-1.26068E-06,,,,
-0.029296875,-1.23627E-06,,,,
-0.026855469,-1.21216E-06,,,,
-0.024414063,-1.18805E-06,,,,
-0.021972656,-1.16394E-06,,,,
-0.01953125,-1.13953E-06,,,,
-0.017089844,-1.11572E-06,,,,
-0.014648438,-1.09253E-06,,,,
-0.012207031,-1.06842E-06,,,,
-0.009765625,-1.04492E-06,,,,
-0.007324219,-1.02295E-06,,,,
-0.004882813,-1.00067E-06,,,,
-0.002441406,-9.78699E-07,,,,
0,-9.57947E-07,,,,
