t1,x1,t2,x2,t3,x3
2.235566667,-0.207524324,0.9009,-0.023143923,1.117783333,-0.031003473
2.25225,-0.209919098,0.917583333,-0.025687878,1.134466667,-0.032177067
2.268933333,-0.212924472,0.934266667,-0.026680351,1.15115,-0.033400078
2.285616667,-0.215485384,0.95095,-0.027655378,1.167833333,-0.034506071
2.3023,-0.218203446,0.967633333,-0.028459507,1.184516667,-0.035513337
2.318983333,-0.220896942,0.984316667,-0.028955174,1.2012,-0.036831533
2.335666667,-0.223672066,1.001,-0.031412829,1.217883333,-0.037437738
2.35235,-0.226696144,1.017683333,-0.03181794,1.234566667,-0.038882637
2.369033333,-0.229701314,1.034366667,-0.033020729,1.25125,-0.040044484
2.385716667,-0.232532503,1.05105,-0.035392521,1.267933333,-0.041178524
2.4024,-0.235222955,1.067733333,-0.036744611,1.284616667,-0.04241961
2.419083333,-0.238565025,1.084416667,-0.038399216,1.3013,-0.04384793
2.435766667,-0.241419602,1.1011,-0.03971672,1.317983333,-0.045315579
2.45245,-0.244462588,1.117783333,-0.041350215,1.334666667,-0.046560179
2.469133333,-0.247457961,1.134466667,-0.042821147,1.35135,-0.047344839
2.485816667,-0.250281189,1.15115,-0.044011438,1.368033333,-0.049043926
2.5025,-0.253472979,1.167833333,-0.045311396,1.384716667,-0.050276994
2.519183333,-0.256387167,1.184516667,-0.046652234,1.4014,-0.051451001
2.535866667,-0.259229904,1.2012,-0.047986257,1.418083333,-0.052974141
2.55255,-0.262164102,1.217883333,-0.049595139,1.434766667,-0.054439296
2.569233333,-0.265834359,1.234566667,-0.050820686,1.45145,-0.055737006
2.585916667,-0.26870058,1.25125,-0.05279432,1.468133333,-0.057110004
2.6026,-0.271285867,1.267933333,-0.054187252,1.484816667,-0.058809139
2.619283333,-0.274500341,1.284616667,-0.05609359,1.5015,-0.060287202
2.635966667,-0.277918406,1.3013,-0.057863254,1.518183333,-0.061549212
2.65265,-0.280781387,1.317983333,-0.059412241,1.534866667,-0.063201728
2.669333333,-0.284250172,1.334666667,-0.061220076,1.55155,-0.064764067
2.686016667,-0.287198277,1.35135,-0.06224921,1.568233333,-0.066052133
2.7027,-0.289949463,1.368033333,-0.063511195,1.584916667,-0.06739369
2.719383333,-0.29356778,1.384716667,-0.066495074,1.6016,-0.069018715
2.736066667,-0.297143288,1.4014,-0.067876744,1.618283333,-0.070381117
2.75275,-0.299824751,1.418083333,-0.069479274,1.634966667,-0.072015595
2.769433333,-0.303437109,1.434766667,-0.070978415,1.65165,-0.073460313
2.786116667,-0.306822717,1.45145,-0.072999156,1.668333333,-0.075336032
2.8028,-0.309690669,1.468133333,-0.074309652,1.685016667,-0.076822444
2.819483333,-0.314033995,1.484816667,-0.076073881,1.7017,-0.079193357
2.836166667,-0.317549596,1.5015,-0.07894515,1.718383333,-0.080975802
2.85285,-0.320746204,1.518183333,-0.079958883,1.735066667,-0.082538119
2.869533333,-0.324550987,1.534866667,-0.081922361,1.75175,-0.083895153
2.886216667,-0.327822194,1.55155,-0.084704466,1.768433333,-0.086362857
2.9029,-0.331156903,1.568233333,-0.086268639,1.785116667,-0.087721023
2.919583333,-0.334202365,1.584916667,-0.087634713,1.8018,-0.089315268
2.936266667,-0.337753867,1.6016,-0.091181481,1.818483333,-0.091246466
2.95295,-0.341120474,1.618283333,-0.09321516,1.835166667,-0.092940904
2.969633333,-0.344660166,1.634966667,-0.094795858,1.85185,-0.09495814
2.986316667,-0.348143643,1.65165,-0.096902936,1.868533333,-0.096743073
3.003,-0.351879793,1.668333333,-0.099007098,1.885216667,-0.098736714
3.019683333,-0.35557778,1.685016667,-0.100448071,1.9019,-0.100756963
3.036366667,-0.359026403,1.7017,-0.104046026,1.918583333,-0.103343555
3.05305,-0.36270136,1.718383333,-0.105490395,1.935266667,-0.105081898
3.069733333,-0.366289344,1.735066667,-0.108853534,1.95195,-0.106708642
3.086416667,-0.369178607,1.75175,-0.110822758,1.968633333,-0.109556256
3.1031,-0.37248334,1.768433333,-0.112966235,1.985316667,-0.111790228
3.119783333,-0.377894512,1.785116667,-0.115510999,2.002,-0.113920301
3.136466667,-0.381114156,1.8018,-0.117718985,2.018683333,-0.116081311
3.15315,-0.385140002,1.818483333,-0.119920057,2.035366667,-0.118363452
3.169833333,-0.389083723,1.835166667,-0.122181098,2.05205,-0.120748587
3.186516667,-0.391398393,1.85185,-0.124266925,2.068733333,-0.122911709
3.2032,-0.395650606,1.868533333,-0.126582259,2.085416667,-0.124929362
3.219883333,-0.399705449,1.885216667,-0.128811591,2.1021,-0.127020716
3.236566667,-0.402912219,1.9019,-0.13259389,2.118783333,-0.130075862
3.25325,-0.406399742,1.918583333,-0.135058107,2.135466667,-0.131945317
3.269933333,-0.410344447,1.935266667,-0.137587664,2.15215,-0.134087735
3.286616667,-0.415327262,1.95195,-0.140249097,2.168833333,-0.136123404
3.3033,-0.419548411,1.968633333,-0.142425823,2.185516667,-0.138804939
3.319983333,-0.423733725,1.985316667,-0.145468167,2.2022,-0.140948836
3.336666667,-0.427700125,2.002,-0.148141925,2.218883333,-0.143505891
3.35335,-0.431558354,2.018683333,-0.150847267,2.235566667,-0.146028008
3.370033333,-0.435468371,2.035366667,-0.153168784,2.25225,-0.148235546
3.386716667,-0.438993758,2.05205,-0.155614652,2.268933333,-0.149998143
3.4034,-0.44263966,2.068733333,-0.157714167,2.285616667,-0.152026299
3.420083333,-0.447666695,2.085416667,-0.159947785,2.3023,-0.154962766
3.436766667,-0.451331948,2.1021,-0.162299031,2.318983333,-0.156686671
3.45345,-0.454849857,2.118783333,-0.164943519,2.335666667,-0.159183969
3.470133333,-0.458580264,2.135466667,-0.16753426,2.35235,-0.162572843
3.486816667,-0.460670878,2.15215,-0.170635073,2.369033333,-0.164848689
3.5035,-0.46331793,2.168833333,-0.173143869,2.385716667,-0.167131299
3.520183333,-0.467554568,2.185516667,-0.175733224,2.4024,-0.168981562
3.536866667,-0.470844169,2.2022,-0.178364044,2.419083333,-0.171157544
3.55355,-0.47422223,2.218883333,-0.180313687,2.435766667,-0.174579447
3.570233333,-0.478703098,2.235566667,-0.183074939,2.45245,-0.176462093
3.586916667,-0.483153136,2.25225,-0.186854843,2.469133333,-0.178600605
3.6036,-0.4874537,2.268933333,-0.189565075,2.485816667,-0.181701046
3.620283333,-0.491384456,2.285616667,-0.192116698,2.5025,-0.184025441
3.636966667,-0.494672767,2.3023,-0.194814909,2.519183333,-0.18612804
3.65365,-0.499019099,2.318983333,-0.197571656,2.535866667,-0.188611352
3.670333333,-0.503491159,2.335666667,-0.199958801,2.55255,-0.191478124
3.687016667,-0.508356672,2.35235,-0.202694187,2.569233333,-0.193854995
3.7037,-0.511836837,2.369033333,-0.205581024,2.585916667,-0.196465909
3.720383333,-0.515467651,2.385716667,-0.209586193,2.6026,-0.199241985
3.737066667,-0.51887404,2.4024,-0.212228997,2.619283333,-0.202253161
3.75375,-0.523427196,2.419083333,-0.214380467,2.635966667,-0.204722555
3.770433333,-0.526840065,2.435766667,-0.218085775,2.65265,-0.207020074
3.787116667,-0.528116714,2.45245,-0.220570405,2.669333333,-0.210003512
3.8038,-0.5309106,2.469133333,-0.223197375,2.686016667,-0.212587314
3.820483333,-0.533647692,2.485816667,-0.226230611,2.7027,-0.215198025
3.837166667,-0.536740852,2.5025,-0.229082735,2.719383333,-0.217797679
3.85385,-0.54019709,2.519183333,-0.232027655,2.736066667,-0.220443856
3.870533333,-0.54425906,2.535866667,-0.234476116,2.75275,-0.22328947
3.887216667,-0.548034234,2.55255,-0.238877236,2.769433333,-0.225992932
3.9039,-0.552349969,2.569233333,-0.241602756,2.786116667,-0.228772062
3.920583333,-0.555293086,2.585916667,-0.24534684,2.8028,-0.231646485
3.937266667,-0.560494128,2.6026,-0.247949591,2.819483333,-0.234488841
3.95395,-0.564650698,2.619283333,-0.250853233,2.836166667,-0.237818538
3.970633333,-0.568877975,2.635966667,-0.255006381,2.85285,-0.240771245
3.987316667,-0.571800416,2.65265,-0.258151069,2.869533333,-0.243544688
4.004,-0.575949317,2.669333333,-0.26091099,2.886216667,-0.246452846
4.020683333,-0.579813256,2.686016667,-0.264010464,2.9029,-0.24952357
4.037366667,-0.584528451,2.7027,-0.267039467,2.919583333,-0.252505531
4.05405,-0.587726245,2.719383333,-0.270178174,2.936266667,-0.255502323
4.070733333,-0.590601276,2.736066667,-0.27285646,2.95295,-0.258258225
4.087416667,-0.596062244,2.75275,-0.27731179,2.969633333,-0.261123511
4.1041,-0.593349653,2.769433333,-0.280362824,2.986316667,-0.263965593
4.120783333,-0.597589257,2.786116667,-0.283318573,3.003,-0.267102469
4.137466667,-0.604211013,2.8028,-0.286260111,3.019683333,-0.270186545
4.15415,-0.60787946,2.819483333,-0.289578137,3.036366667,-0.27280599
4.170833333,-0.610987862,2.836166667,-0.293212567,3.05305,-0.275808751
4.187516667,-0.614808818,2.85285,-0.296751511,3.069733333,-0.278980369
4.2042,-0.618830574,2.869533333,-0.300335736,3.086416667,-0.281956535
4.220883333,-0.622782206,2.886216667,-0.303812172,3.1031,-0.285014813
4.237566667,-0.626742876,2.9029,-0.307467081,3.119783333,-0.288066325
4.25425,-0.629272139,2.919583333,-0.310577861,3.136466667,-0.291233227
4.270933333,-0.63421729,2.936266667,-0.313693849,3.15315,-0.29427692
4.287616667,-0.637901539,2.95295,-0.316969994,3.169833333,-0.29770322
4.3043,-0.643364698,2.969633333,-0.320417683,3.186516667,-0.300705096
4.320983333,-0.647085013,2.986316667,-0.323933429,3.2032,-0.303790201
4.337666667,-0.655343873,3.003,-0.327404265,3.219883333,-0.307196832
4.35435,-0.657248294,3.019683333,-0.331365095,3.236566667,-0.310046909
4.371033333,-0.661543198,3.036366667,-0.335013009,3.25325,-0.313479977
4.387716667,-0.666221227,3.05305,-0.339207445,3.269933333,-0.316845274
4.4044,-0.669670674,3.069733333,-0.342738514,3.286616667,-0.320143639
4.421083333,-0.672959834,3.086416667,-0.346659474,3.3033,-0.323316358
4.437766667,-0.677984342,3.1031,-0.350010033,3.319983333,-0.326711012
4.45445,-0.682929928,3.119783333,-0.353625807,3.336666667,-0.329874094
4.471133333,-0.687332253,3.136466667,-0.356950529,3.35335,-0.33323978
4.487816667,-0.693035492,3.15315,-0.360926785,3.370033333,-0.336550358
4.5045,-0.697490925,3.169833333,-0.364715254,3.386716667,-0.339681186
4.521183333,-0.701795677,3.186516667,-0.368320765,3.4034,-0.343079794
4.537866667,-0.706794301,3.2032,-0.372418186,3.420083333,-0.346351458
4.55455,-0.711709841,3.219883333,-0.376479997,3.436766667,-0.349897073
4.571233333,-0.716088636,3.236566667,-0.380824342,3.45345,-0.352952955
,,3.25325,-0.384452349,3.470133333,-0.356414466
,,3.269933333,-0.388241334,3.486816667,-0.359770024
,,3.286616667,-0.391716145,,
,,3.3033,-0.39525474,,
,,3.319983333,-0.398737845,,
,,3.336666667,-0.402113907,,
,,3.35335,-0.406083138,,
,,3.370033333,-0.40984422,,
,,3.386716667,-0.413786541,,
,,3.4034,-0.417437871,,
,,3.420083333,-0.420936686,,
,,3.436766667,-0.424395695,,
,,3.45345,-0.428860373,,
